"jc2660" "jc2661" "jc2662" "jc2663"
86 78 74 65
58 38 35 52
63 52 58 60
4116 3686 3298 3669
52 25 27 19
6807 6322 5263 6329
1067 814 796 811
5927 4761 4348 5023
2203 1697 1607 1988
4708 4554 3929 3569
4491 3501 2995 3041
374 286 320 409
138 107 124 143
1093 789 726 577
125 96 100 139
2645 2411 2056 2422
10612 9051 7711 7952
106 59 55 55
4569 3962 3460 4010
102 71 67 90
3417 2406 2133 2405
48 25 24 24
3415 3109 2548 3039
735 454 386 435
3919 3128 2858 3299
1024 716 748 846
74 29 55 48
50 22 50 34
41 35 34 42
7334 6246 5618 5934
1982 1533 1387 1148
1483 1156 1016 1201
773 671 528 608
55 30 39 34
2411 1871 1699 2239
3385 2557 2367 2551
4348 4249 3569 4503
3442 2752 2321 2599
1890 1601 1495 1646
2276 1938 1931 2094
4958 4177 3583 3918
4519 3612 3153 3470
164 77 107 84
3434 2664 2386 2415
3901 3179 3080 3280
3461 2795 2364 2658
45 45 27 32
3369 2688 2180 2651
1465 1186 1140 1217
3819 3274 2970 2748
51 30 33 34
183 90 135 94
43 26 25 27
823 641 738 742
51 26 22 29
2480 2377 1944 2431
1850 1575 1478 1704
9925 8049 6884 7986
7455 6306 5659 5844
74 30 25 35
9069 8576 7555 7549
146 89 75 58
7764 6240 4968 6006
5203 3738 3389 3906
4537 3485 3108 3734
4945 4154 3349 3945
74 55 60 53
3975 2748 2500 1667
7115 5966 5349 5761
171 124 143 135
2097 1660 1478 1627
46 39 63 64
79 79 85 77
133 77 51 71
2523 1937 1901 2357
643 435 417 482
6439 5152 4332 4971
4182 3199 3179 3523
256 89 95 143
1263 860 767 892
3066 2453 2168 2702
1314 922 896 1101
2729 2401 2321 2236
145 99 72 64
403 242 244 289
2536 1855 1752 2004
235 95 136 123
16 16 13 20
80 43 67 49
126 116 104 155
195 108 137 142
4153 3165 2651 2435
44 32 15 15
136 93 44 61
633 307 353 289
68 30 30 17
67 28 44 28
90 62 75 66
6205 4884 4402 5149
2701 2075 1695 2002
998 701 880 1014
3269 2870 2445 2715
1060 785 934 1056
76 28 35 39
3939 3314 2916 3171
135 84 76 60
45 19 38 18
2597 2076 2015 2151
3768 3221 2609 2936
4221 2954 2925 3304
4376 3619 3392 3967
73 17 36 19
5567 4283 3753 4507
5976 5590 5459 7030
4385 3743 2944 3080
31 19 7 21
127 63 83 92
2141 1062 1194 1300
59 29 34 26
5071 4248 3833 4102
3282 2683 2349 2798
38 9 23 16
4224 3813 3287 3855
251 113 119 127
6723 5175 4697 4651
13449 9994 8711 8619
436 117 106 118
6324 5294 4838 6073
647 312 264 249
1287 896 905 732
1175 789 730 811
714 566 517 592
40 17 13 22
1770 1376 1341 1402
3613 2898 2500 2689
6571 5419 4763 5242
6116 4629 3792 4311
189 59 70 50
5060 3811 3794 3631
3211 2251 2154 2041
6256 5255 4432 4904
4168 3123 3014 3270
512 356 401 473
5951 4814 4198 4827
4287 3740 3546 4084
1156 909 923 1030
6147 5260 4642 5187
61 30 29 22
2821 2696 2305 2558
472 355 396 449
215 100 169 144
139 80 68 92
3076 2384 2075 2575
5887 4371 4078 5073
4809 3907 3598 3486
5314 3892 3366 3953
3224 2287 2193 2276
2625 1774 1910 2234
3398 2499 2419 2384
396 261 279 252
3453 2185 2097 2386
37 21 27 17
848 530 592 617
314 178 195 196
5958 4467 4163 4903
22101 14222 12821 15207
1728 1222 1121 1204
3181 2426 2119 2088
51 21 19 22
786 611 666 725
4078 2922 2847 3527
3372 2446 2090 2447
72 50 60 52
1525 1248 1119 1283
5083 4129 3788 4314
4820 4137 3753 3805
228 82 93 72
5225 4020 3528 4080
5099 3889 3292 3453
6897 5100 4410 3193
1703 956 933 1105
5476 4301 3615 4107
1328 789 918 834
70 37 61 27
3563 2503 2499 2356
252 131 118 89
3996 3158 3117 3484
2230 1639 1482 1865
11845 9736 8306 10250
54 22 27 17
1684 1139 1097 1419
6097 4435 4091 4580
5142 3756 3300 3463
7930 6858 5975 6810
6634 5002 4473 5221
3114 2541 2378 2983
4278 3199 2812 3180
3128 2422 2324 2657
8723 6729 6241 6285
6937 5723 5040 5622
5348 4417 4014 3671
1957 1936 1729 2077
5285 4585 4198 4808
202 159 153 183
8467 7218 6467 6574
49 25 23 39
4177 2877 2725 3526
200 101 92 101
389 269 202 301
5479 4867 4345 5039
67 38 28 26
4084 3684 3224 4141
11179 7316 5844 6330
909 731 786 451
1151 965 765 548
1076 760 602 553
3682 3110 3240 3274
4524 3154 2914 2977
722 415 440 516
2843 2210 2052 2327
226 145 207 174
113 66 59 80
72 41 64 58
1961 1635 1487 1863
114 101 103 79
46 64 50 24
4995 4245 3719 4299
51 24 27 25
211 180 245 222
851 597 586 685
1211 875 860 882
6469 4946 4090 4033
305 176 231 208
188 94 109 117
32 21 37 35
116 58 62 61
8596 7981 7206 8996
122 73 94 95
4346 3658 3473 4163
47 11 28 21
4737 3533 3186 4228
5461 4087 3902 4860
5874 5500 4575 5781
2597 2125 1838 2200
7402 6944 6064 7440
1026 768 718 920
26 11 18 21
1550 966 963 1247
2727 1828 1720 2000
3530 3089 2704 3200
221 143 169 177
137 110 139 128
134 60 71 60
343 185 254 315
6254 5113 4445 4806
6725 5340 4406 5078
6735 5566 5032 5665
5177 4851 3759 4446
3802 3134 2706 2827
2792 2316 2117 2421
3501 3245 2821 2864
3351 3014 2605 3048
73 59 56 48
30 47 55 46
177 259 253 275
242 287 207 181
106 145 148 195
30 33 36 26
67 52 54 59
39 27 19 18
82 74 75 83
310 202 234 214
2971 2869 2580 3213
4511 3590 3391 3467
173 31 54 17
9131 7613 6696 7475
8974 7296 5933 7007
10688 9816 7821 8997
3294 2204 2278 2639
2404 1653 1730 2197
60 25 35 31
437 321 371 420
1546 1308 1238 1434
103 91 91 118
41 39 26 15
4724 4372 3618 4533
2510 1953 1848 1701
3466 2977 2650 3077
192 114 141 120
126 92 99 125
3103 2360 1924 2228
6837 5787 5056 5663
64 53 56 34
6632 6609 5462 6582
4996 3742 3130 2787
6885 5999 5146 5421
3706 3253 2893 3237
857 689 682 874
6593 6220 5327 5828
123 64 75 64
2639 2136 1971 1900
292 207 293 363
212 171 176 220
38 30 26 28
40 31 46 32
1546 1437 1289 1246
2961 2761 2181 2482
107 75 44 46
2455 2454 2096 2199
1612 1637 1357 1741
407 262 324 349
1402 1171 1212 1517
1052 863 819 1054
3370 2779 2645 2936
982 766 921 1058
5361 4311 3713 4344
67 57 62 67
3006 2448 2314 2405
110 67 113 107
31 19 30 26
700 667 645 788
55 26 21 23
33 28 41 55
242 188 146 204
3478 3246 2918 2741
177 153 131 122
712 611 585 801
76 29 25 31
245 164 180 247
3890 3538 2978 3285
3687 3002 2579 2709
127 125 120 130
97 101 113 126
1146 856 892 1020
2023 1606 1508 1629
5509 4288 3508 3688
4009 3379 3048 3000
45 34 45 29
173 101 126 85
3066 2966 2490 2985
27 33 26 24
28 25 22 28
32 32 26 30
3702 3112 2700 2713
6175 5371 4325 3143
1604 1266 1230 1568
168 104 136 113
37 21 28 47
3656 2419 2075 2344
4957 3950 3420 3438
155 60 79 76
8432 6607 5669 6218
24 12 21 21
228 184 220 234
34 16 24 19
63 47 32 43
366 197 227 300
1118 1051 991 1239
8565 7233 6429 6535
649 566 582 728
5375 4723 3848 3872
175 179 150 172
2264 1922 1701 1959
280 175 209 216
793 551 569 617
123 90 105 97
5857 6210 4700 5874
5675 5197 4224 4004
39 22 21 20
1139 869 850 993
4315 3716 3433 3929
1171 1033 912 772
155 73 88 89
1463 990 964 944
5757 4692 4056 3922
6726 5503 4690 4004
330 273 266 253
262 207 190 212
55 48 63 50
51 25 32 28
7533 6617 5898 5980
3071 2390 2136 2300
985 876 797 1020
83 37 57 38
1341 1244 1271 1454
24 13 26 14
3912 2982 2378 2548
2254 1844 1780 2165
6024 4773 4053 3668
4378 3589 3114 2809
1195 1005 856 660
1722 1462 1371 1647
1337 1033 787 532
1117 786 789 424
254 235 226 140
5116 4181 3931 3534
77 41 47 29
60 39 26 12
3833 3661 3390 3805
125 56 82 46
32 20 29 6
1264 1078 919 1098
48 45 44 46
494 432 409 512
2549 2275 1816 2178
34 20 17 19
862 834 720 1003
3854 3264 2836 3028
894 785 787 807
8369 6911 6186 6271
3153 2739 2436 2072
136 144 107 110
27 20 19 18
319 239 205 227
4017 3242 2806 2575
83 85 77 61
3232 2820 2459 2797
299 187 180 85
241 155 206 173
6718 5778 4789 4221
936 885 902 1047
3353 2993 2632 3014
6082 5497 5032 6489
3689 3176 2665 2302
60 39 39 14
3190 2389 2164 2350
2396 1748 1542 1375
82 35 23 35
386 370 336 97
10001 7552 6035 5849
2761 2271 2060 1993
1770 1296 1208 1529
1163 1017 852 577
6094 5251 4422 4765
55 22 31 31
1406 1153 1126 1370
75 33 28 40
2891 2359 1949 2326
298 227 244 229
5690 4341 3987 4355
7110 6089 5442 6474
4557 3860 3434 3748
158 130 115 118
24 11 32 14
2646 1877 1710 1613
1796 1472 1701 2170
3530 3156 2605 2922
998 640 645 594
4222 3487 2958 2101
37 23 49 40
8278 7139 5967 7071
1094 682 630 555
7212 6713 6031 6592
195 124 170 134
3615 2992 2847 2113
34 23 35 27
206 153 165 170
7780 5896 4866 4546
3220 2378 2282 2359
5466 4809 3871 4764
172 127 81 93
188 120 131 149
4483 4169 3805 3221
208 176 145 109
1273 1058 1068 1085
1274 1146 1125 1362
57 35 45 16
10673 9914 8902 10779
4103 3266 2580 3084
63 54 56 37
2829 2418 2024 2424
1968 1697 1498 1332
3576 3239 2728 2836
3977 3593 3029 3210
4602 4169 3564 3885
110 105 81 29
2504 1912 1728 2016
3708 3111 2536 2341
555 382 327 295
194 245 276 65
261 179 173 208
3614 2946 2590 2820
50 43 37 42
30 10 13 11
66 49 50 18
3794 2872 2660 2404
1963 1378 1431 1287
3464 3018 2724 3152
183 105 140 105
170 128 122 109
1720 1389 1084 1079
4695 3959 3312 3462
136 74 90 92
152 137 145 93
3791 3349 3049 3537
2362 1800 1557 1535
6521 4768 4390 4138
7320 6332 5412 6383
177 81 111 158
503 402 291 360
3033 2560 2129 2603
202 186 128 140
1441 1329 1244 1398
5462 4495 3578 3977
268 165 150 157
3326 2898 2453 3049
214 158 140 148
2553 2005 1625 1784
144 63 63 70
36 13 18 26
41 25 21 25
38 23 34 29
3765 3801 3135 3262
1134 913 895 956
1946 1825 1552 1940
3238 2506 2398 2080
43 31 24 30
236 193 198 251
2463 2022 1510 1651
3952 3174 2673 2319
128 75 85 82
29 9 23 16
1154 888 824 948
2201 1813 1717 1660
3816 3204 2775 2379
872 968 953 1036
1952 1647 1461 1556
223 196 173 160
42 32 33 20
807 643 630 605
77 46 59 32
2130 1833 1596 1650
20 18 18 7
973 816 754 682
2193 1608 1453 1266
35 12 24 23
180 92 147 147
61 42 48 13
105 56 64 69
67 38 36 45
2501 2150 1954 1935
63 51 66 23
22 14 7 13
342 243 239 157
182 147 120 143
459 280 337 439
3402 2826 2450 2680
3254 2853 2370 2340
2758 2229 1896 1954
64 30 54 35
3171 2555 2491 2611
24 21 22 27
2238 1923 1827 2343
1191 914 808 817
1776 1296 1273 1264
1008 821 812 1113
36 19 18 10
133 99 103 73
616 542 539 600
24 12 9 20
1554 1252 1031 1032
2284 1799 1508 1756
2449 2070 1786 2036
1585 1518 1263 1378
29 20 30 21
1764 1586 1288 1473
2047 1897 1552 1366
3072 2432 2046 1960
1940 1680 1438 1494
2128 1843 1711 1952
173 107 101 114
330 601 344 103
48 24 34 19
35 23 24 15
34 37 36 16
477 477 410 491
366 291 348 378
17 10 12 7
36 18 15 15
134 77 74 48
39 31 26 31
2866 2422 2024 2092
79 74 56 85
52 36 28 29
243 189 202 195
3509 2882 2567 2955
77 61 40 41
1608 1207 1123 1198
1864 1452 1251 1294
1195 983 880 940
289 294 266 342
53 24 30 17
1379 1098 1145 1441
3737 3147 2717 2914
1956 1747 1443 1755
1740 1306 1325 1462
170 165 162 200
1354 1052 931 556
2996 2443 2156 2021
2945 2551 2223 2421
2767 2239 2085 2168
170 80 94 90
3035 2742 2390 2624
33 12 26 32
2936 2418 2315 2619
4027 3287 2868 2995
1331 963 856 614
3600 2655 2354 2393
630 476 434 431
205 137 148 137
96 49 73 96
2129 1580 1428 1634
4066 3118 2910 3199
2174 1754 1527 1526
839 685 605 604
1908 1531 1245 1368
45 44 36 38
49 37 44 50
591 469 433 508
3508 2975 2676 2927
1971 1757 1481 1884
3287 2870 2596 3305
3323 2872 2453 2413
50 28 39 28
37 21 22 38
39 18 15 23
48 27 19 8
3630 2872 2622 2875
3293 2888 2420 2350
52 33 33 46
482 345 360 433
29 38 17 25
38 19 20 19
584 444 464 379
2446 2092 1907 1880
25 20 17 11
80 59 74 69
19 14 20 10
109 52 67 56
38 28 30 25
2208 1791 1518 1793
810 717 626 700
39 24 12 16
2490 1930 1815 1973
2641 2340 1830 2381
27 13 5 19
810 577 519 572
6894 5246 4467 5124
343 172 174 192
45 40 43 40
4110 3451 2905 3165
153 122 122 154
2492 2141 1864 2117
91 46 37 39
199 147 146 152
88 55 27 39
2497 2231 1944 2179
327 205 225 174
2592 1954 1908 2220
26 15 8 16
597 484 448 555
163 99 100 148
982 762 867 1077
609 387 387 493
123 47 64 63
683 481 437 580
65 61 66 104
118 54 55 49
4950 4154 3590 3927
269 131 169 127
3128 2695 2436 2835
18 20 7 15
2773 2181 1932 2286
392 317 274 386
926 647 515 669
4186 3253 2856 3481
1830 1423 1279 1395
97 59 58 87
18 8 16 19
567 389 454 478
48 26 22 23
729 544 518 561
347 164 148 204
287 115 109 135
1525 1497 1230 1590
1635 1454 1372 1376
2152 1605 1395 1482
1518 1484 1115 1137
59 72 67 55
32 22 42 14
29 26 28 23
221 154 144 155
1507 1506 1246 997
2435 1887 1889 1337
3431 2939 2709 1891
3571 2742 2528 2462
11812 9698 8288 8290
4700 3639 3120 3492
3116 2965 2364 2434
1699 1297 1111 782
1399 947 1011 738
3196 2258 2088 2125
266 179 189 218
819 602 664 746
9323 6828 6308 6362
85 68 56 20
677 464 481 489
3491 3066 2592 2630
1098 879 872 937
1466 1124 1111 1244
1974 1571 1422 1278
2114 1476 1208 1556
230 145 197 175
6696 4650 3919 2788
285 230 239 291
470 244 225 236
413 272 283 241
6005 4682 4060 3940
2865 2301 1889 1929
4720 3603 3240 2867
6416 5312 4710 4831
5504 4502 3943 3638
1250 1109 1071 1231
481 292 334 247
344 277 169 117
80 41 72 30
64 29 26 41
3348 2742 2374 1754
3504 2669 2361 2670
42 17 36 31
758 812 690 298
4935 4098 3526 4029
126 89 101 101
3055 2764 2472 2624
213 115 134 134
504 260 214 276
6102 5134 4236 4815
1443 851 859 974
4665 3468 3122 2900
5972 5020 4347 4733
2233 1547 1555 1514
6767 5981 5914 7478
1603 1141 954 1027
1397 888 955 713
4744 3423 3092 3234
3232 2368 2166 2470
3401 2315 2190 1995
8475 6276 5450 5394
75 39 34 41
319 273 227 218
449 264 267 238
5095 4051 3572 3815
66 34 24 22
6271 5084 4572 5323
4143 2707 2296 2704
5736 4136 3807 3434
792 831 719 850
3603 2928 2532 2207
3199 2604 2379 2935
3270 2393 2171 2612
3160 2299 2138 2355
333 196 159 176
2753 2137 1841 2188
56 31 36 56
1038 734 669 822
1132 768 708 939
2322 1830 1807 2242
1536 1108 1013 1158
5082 5423 4023 5603
6493 4414 4049 4769
10110 7672 6806 8084
9427 7640 6930 8031
876 669 617 709
3418 2683 2247 2785
7238 5497 4766 5675
5996 4063 3858 4258
7460 5257 4706 5435
2710 1674 1506 1653
63 40 40 37
2801 2098 1718 2154
6198 5052 4743 5283
143 57 54 45
1759 922 833 971
269 165 139 169
341 154 178 136
211 161 162 217
4206 2841 2540 2805
3840 2924 2690 2089
440 301 328 328
74 66 47 58
550 556 604 679
100 56 81 81
101 66 60 56
58 36 39 43
64 46 41 47
2956 2734 2511 2617
63 32 62 56
636 544 427 420
112 75 57 73
359 283 229 260
1866 1735 1644 1815
44 11 22 15
65 43 31 28
4863 4016 3594 3329
61 27 30 39
5634 4532 4192 3455
1383 1241 1149 1456
11095 9684 8255 8786
39 26 26 19
6649 5104 4170 4437
53 37 45 42
4440 3844 3192 3645
2006 1436 1201 1259
2540 2582 2278 2194
7216 6352 5521 6723
3676 2784 2893 2982
40 18 28 16
417 379 348 154
246 156 218 256
1066 786 774 746
73 33 38 29
138 79 61 79
2295 1896 1646 2017
1786 1414 1239 1641
38 14 9 19
129 54 80 49
3696 2821 2348 1879
3838 2963 2609 2550
102 48 61 35
4724 4109 3446 4164
159 108 114 105
3440 2830 2535 2701
11264 9364 7819 8855
6831 5066 4747 4176
4755 3661 2989 3139
6820 4693 4139 4012
5602 4415 3716 3219
106 36 49 67
10010 5470 4183 4734
1731 1496 1593 1941
3020 2504 2180 2311
4312 3273 2770 2844
51 39 68 32
55 39 50 18
74 53 42 60
3904 3386 3118 3032
137 73 82 108
1609 1370 1340 1783
859 707 713 968
218 135 126 155
3290 2618 2364 2746
2866 2281 1959 2230
2828 2057 1976 1605
117 70 65 28
94 90 74 75
504 419 417 405
4640 3988 3356 3659
184 88 124 73
1977 1802 1551 1228
5168 4007 3608 3352
6133 4577 3781 4089
5658 4580 3673 4251
67 29 25 33
7747 6850 5853 6184
208 161 143 152
147 111 116 107
73 58 62 13
327 289 249 338
133 106 97 105
102 88 56 64
452 340 360 307
126 126 84 46
35 33 18 26
3902 3474 3024 3368
92 41 36 35
11135 8296 7427 7208
2888 1966 1762 1484
7563 6374 5911 4965
4381 3184 2767 2326
139 115 111 139
114 111 105 58
267 262 301 351
29 13 18 17
35 32 25 17
6867 4987 4157 3674
8701 6648 5630 5880
27 3 26 6
11735 9745 8364 9152
14429 11370 9981 11359
3037 2370 2264 2450
2403 2062 1800 2113
7625 6342 5389 6197
5168 3613 3052 3200
3728 2717 2422 2159
915 578 576 584
9421 7348 5689 6040
1735 892 806 1031
1908 1712 1440 1127
5085 4135 3754 3721
4271 3219 2769 2754
58 48 55 19
2041 1595 1579 1806
5981 5324 4360 4898
769 619 687 741
5230 4397 3910 3894
4790 3855 3647 4172
1098 747 763 721
75 40 37 35
3413 2974 2746 3298
43 36 39 15
741 620 705 848
4686 3980 3246 3450
8225 7268 6356 7003
34 15 35 24
72 31 35 34
5013 4732 3678 4050
789 546 582 711
6575 5564 4765 5316
5349 4942 4033 4550
4427 3435 2722 2322
4828 4342 3709 4245
4747 3905 3403 3237
58 44 65 34
6547 6377 5603 5980
9633 8791 7228 8641
42 27 32 19
1366 1138 1127 1390
3437 2428 2448 3028
335 231 250 328
347 237 202 206
4241 3402 3045 3607
3951 3030 2620 2340
4799 3744 3220 3456
85 54 61 39
4315 3675 3079 3537
7949 6534 6238 7642
1343 966 880 938
7481 6481 5706 6504
3308 2749 2317 2232
6165 4829 3861 3899
84 37 40 27
107 58 64 21
6249 5109 4416 5199
4317 3459 3159 2879
4231 3741 3051 3502
4819 4994 4276 4614
6639 5463 5158 5664
169 104 102 86
762 578 589 720
97 71 68 72
4461 4208 3388 3743
138 56 78 49
87 63 63 68
6617 5588 4758 4561
6462 5225 4481 5219
1277 1167 1292 1393
4058 3540 2990 2658
1485 1352 1333 541
4896 3935 3311 2522
11879 10336 9039 9367
1381 982 776 910
6328 5817 5014 4075
613 576 558 727
8371 7385 6002 7320
2809 2501 2371 2861
52 17 38 3
6266 5010 4224 4671
875 732 758 959
101 96 109 129
955 888 886 1093
160 108 115 145
15 19 3 24
392 302 331 221
5137 4205 3659 3022
2694 2441 1912 2063
27 25 25 10
5428 4121 3721 3649
404 302 310 313
1038 651 686 771
567 519 550 602
158 84 95 55
269 181 195 168
3677 2404 2344 2928
2780 1961 1905 2151
76 49 59 18
13291 11753 10187 12123
3341 2716 2346 2294
6261 4849 4197 4130
125 103 116 81
91 64 51 72
7677 6242 5094 6065
5859 5167 4906 6015
95 28 36 22
180 89 110 81
99 60 95 55
147 31 36 37
665 302 349 240
320 161 199 224
7232 6109 5036 5196
696 486 462 505
4808 3622 3289 3227
126 125 98 127
31 7 20 27
121 99 126 150
9030 7882 6906 7772
63 18 42 26
2014 1388 1509 1161
31 15 20 19
4446 3686 3102 3033
255 159 189 173
378 316 295 241
5365 4225 3864 3622
42 17 29 8
631 438 450 548
3547 2485 2196 2566
7181 5067 4735 5073
2679 2096 1879 2205
10409 8360 6795 7648
2743 1743 1703 1839
302 207 246 259
26 13 18 24
6373 5029 4658 5846
35 14 20 20
1457 1200 1156 1425
4598 3662 2862 3240
2852 2234 2034 2419
42 38 34 31
3538 2563 2125 2183
129 58 81 31
80 50 40 78
6161 5843 5359 5875
54 30 32 40
175 97 98 101
183 76 77 63
59 36 28 43
9777 8411 7372 8715
34 16 21 27
234 121 156 151
91 45 54 51
8233 7073 6034 7350
179 95 99 110
205 109 133 86
4717 4052 3470 3634
8527 6644 5821 5829
625 568 485 681
4245 3562 3227 3807
3214 2551 2284 2717
3118 2379 2220 2387
1066 773 709 801
5618 4469 3620 4191
5814 4635 4208 4376
153 69 88 128
8308 6784 6305 5787
515 322 270 324
540 322 379 475
17371 13020 10313 11733
1191 608 549 665
70 34 34 40
9187 7496 6436 7732
9507 7829 6752 8201
1898 1426 1363 1512
957 795 772 1023
143 75 74 60
10206 7400 6798 6511
1306 961 1079 1326
213 179 152 201
128 59 73 100
3953 3269 2908 2982
162 114 110 117
9440 7022 5797 5477
818 673 761 911
984 664 745 726
4292 3673 3188 2541
1864 1382 1176 1038
181 154 113 113
3833 3316 3138 2000
3650 2716 2427 2819
6563 5519 4758 5473
945 965 964 1099
6564 6243 5227 6403
7957 7183 6221 6795
346 315 257 218
1155 901 800 970
30 22 14 14
3164 2608 2946 3210
4099 3131 2741 3045
2107 1516 1448 1402
4959 3666 3229 2983
4868 3783 3357 3870
591 490 473 598
141 133 122 137
6817 6034 5687 6412
6017 4692 3914 4664
1989 1330 1223 1371
2385 1762 1783 2075
1603 1203 1140 1383
589 452 530 629
2782 2041 1940 2072
7686 6033 4973 5590
145 44 64 63
7755 5658 4964 5809
4629 2871 2644 3025
3789 2428 2247 2103
5411 4085 3797 3715
2913 2154 2069 2202
4127 3298 3017 3426
5929 5260 4571 5108
48 38 32 22
299 203 202 156
764 504 532 575
4121 3677 3271 3666
6313 4979 4360 4906
64 32 75 41
891 672 650 885
5659 5640 4796 3408
6412 5738 4927 5366
6107 5097 3792 3998
1841 1540 1706 2109
215 159 119 166
5120 4230 3624 4474
1947 1535 1414 1623
2757 2237 2089 2207
1301 772 831 929
934 748 671 805
3559 2838 2311 2431
787 371 405 458
4492 4501 2993 3979
2166 1395 1264 1409
59 48 44 43
2371 2657 2432 3134
87 47 51 58
1258 545 543 691
3000 1979 1962 2310
6417 5223 4781 4200
2227 1537 1504 1694
3454 2914 2752 3115
5573 4988 4440 4952
878 556 550 477
386 290 347 400
106 52 70 69
1555 1521 1356 1718
3833 3123 2720 3052
117 45 39 34
239 100 149 150
370 178 211 208
146 29 31 39
8287 6262 5267 6729
856 441 412 445
302 122 147 177
6894 5645 4600 5563
860 764 711 847
1281 1225 1113 1392
5416 4119 3583 4196
5399 4485 3932 4562
12074 9265 8334 8464
748 707 676 846
5829 4761 4418 4553
7538 6860 5520 4368
6833 5442 4584 4191
2141 1712 1548 1759
70 33 50 56
779 527 619 755
504 333 326 467
358 256 263 267
2469 2282 1855 2324
152 131 158 138
1219 946 895 1043
6053 4876 4147 3535
407 263 231 242
1416 1057 1165 1354
96 66 61 37
3891 3501 3020 3303
69 56 75 61
54 24 43 28
58 30 32 29
805 651 504 555
36 33 35 12
576 442 443 304
2514 2012 1776 2131
50 23 27 30
4166 3780 3360 3954
1994 1581 1524 1475
4335 3505 2969 3120
2204 1806 1541 1836
2775 2114 1926 1897
145 98 136 109
615 460 508 276
659 502 497 624
314 187 206 225
86 28 40 30
5442 4491 4041 4547
259 209 183 206
1237 996 953 1063
7235 5236 4577 4502
1064 818 899 1091
5761 4942 4305 4453
1415 903 816 708
3796 2559 2300 2370
9410 7715 7154 7543
164 69 47 47
291 169 164 215
80 32 46 42
757 457 423 532
788 646 616 594
373 212 251 258
3344 2791 2559 2805
1514 1188 1100 1223
770 508 488 643
64 23 33 42
3565 2340 2406 2790
11506 9557 7563 8008
29 20 12 16
1260 870 891 1084
5111 4393 4021 4596
228 208 218 218
6866 5332 4486 3949
4687 4235 3844 4159
8579 6392 5400 5958
104 85 90 115
1479 1034 1059 1190
60 28 41 48
2885 2296 2125 2384
6267 5356 4590 5425
129 74 100 100
78 48 34 48
6531 4667 4375 5166
6518 5198 4260 4552
6955 5449 5296 5340
235 168 163 243
5740 5292 4591 4593
975 864 864 1010
61 27 42 30
59 38 43 44
875 833 724 901
6161 4853 4066 4625
82 81 91 90
393 300 283 217
1082 962 882 1081
134 61 84 81
199 154 113 125
80 29 59 36
1738 1453 1406 1550
101 58 58 69
5621 4269 3514 3936
1550 1176 1131 1333
800 592 696 833
124 42 72 39
10395 7726 7301 7749
2846 2409 1807 2237
732 365 397 442
10070 9126 8084 9164
3055 2523 2229 2703
507 433 399 490
10992 9014 7390 8186
510 348 381 420
111 106 105 112
4706 4179 3525 3941
46 47 35 13
64 23 23 23
17 7 17 17
48 42 31 25
51 21 37 20
4302 3243 3349 3566
28 19 11 21
12192 10801 9426 9703
115 48 47 58
4590 3401 3340 4064
3797 2993 3012 4024
892 717 616 827
1293 913 814 1070
150 48 55 69
1465 1080 883 855
5345 4701 4053 4402
752 562 464 279
38 11 33 21
2807 2445 2239 2606
233 114 136 125
2294 1680 1616 1841
241 112 138 134
15049 13208 10528 11886
1724 1170 1257 1577
9056 7688 6624 8058
5365 4428 4158 4625
319 114 115 133
41 23 19 20
162 109 102 140
2239 1702 1498 1897
84 64 59 64
18 23 9 18
64 17 23 31
133 69 87 131
246 127 114 128
655 395 474 533
4061 3622 3270 3937
1902 1427 1185 756
5978 5021 4374 5076
78 26 59 36
8353 6897 5488 6303
84 25 39 44
242 134 179 154
9094 5615 4950 4524
9159 7669 6434 7354
3662 2930 2799 2814
830 534 563 563
6767 4942 4337 4735
5694 4952 4309 4899
2616 1750 1628 1880
2186 1827 1739 2195
1310 884 793 899
8648 7416 6394 7352
4127 3462 3664 3449
6555 5257 4621 5165
712 385 465 519
410 299 335 437
325 177 221 268
314 223 226 266
113 71 71 102
136 101 91 107
653 385 379 359
13240 9773 8161 9155
9140 7862 6699 7443
1321 1077 866 955
5106 4479 4120 5110
11946 10739 8962 9681
7236 6174 5211 6300
6634 5208 4810 5378
5610 4590 4151 4440
225 98 127 86
203 80 99 113
4501 3525 3227 3400
48 30 15 21
4681 3833 3160 4073
3248 2710 2671 3096
80 49 70 47
38 26 24 38
243 173 178 198
162 63 54 76
6687 5462 4659 6122
1225 870 811 1006
6950 6099 5293 6810
105 39 26 34
7601 4941 4338 5113
5231 3986 3582 4548
603 347 335 362
6533 5074 4548 5520
317 226 266 271
295 165 137 167
104 34 37 33
416 285 270 275
2757 2213 2307 2822
8557 6998 5943 6689
4621 3910 2961 2876
54 21 18 27
69 36 31 33
1465 912 929 962
769 504 451 482
2031 1467 1168 1450
5910 5120 4186 5361
4240 3333 3083 3643
20 8 20 6
73 33 38 39
3927 2754 2690 3392
227 111 86 128
329 242 245 283
3082 2283 2295 2644
7701 6415 5129 6872
338 96 121 113
4346 3172 2885 3412
1778 1408 1362 1331
33 24 29 32
41 24 45 43
29 18 20 25
520 261 308 308
178 107 136 96
33 14 11 17
16 20 17 18
550 447 457 504
267 200 178 199
78 53 80 75
40 23 20 31
1862 1519 1349 1486
3375 3034 2774 3291
2569 1996 1805 1655
1648 1279 1175 1374
129 110 103 101
460 397 384 434
29 18 28 18
170 96 71 116
110 72 83 60
37 51 62 24
321 256 214 242
42 29 22 21
31 19 25 32
