"jc2660" "jc2661" "jc2662" "jc2663"
222 173 178 177
799 647 570 512
408 394 370 454
3524 3154 2731 3075
735 535 428 563
1034 978 808 924
259 187 180 202
133 94 85 85
5011 4379 3587 3645
76 29 38 23
5548 4514 3856 3872
45 46 40 30
37 42 40 45
23 22 19 25
59 34 28 38
859 695 623 614
51 49 39 40
178 151 159 120
3434 3394 3006 2949
5158 4516 4102 4917
3136 2759 2343 2528
149 102 104 113
1286 902 844 927
117 69 77 85
94 51 76 69
191 125 100 147
1646 1414 1454 1752
5858 4241 3786 4329
589 420 360 479
1136 856 881 941
2585 2095 1877 1896
3810 2988 2714 2920
3923 3601 2997 3395
523 345 331 398
1770 1380 1224 1472
4047 3297 2862 3197
114 47 59 62
3377 2210 2824 3496
512 262 283 362
112 46 50 40
280 246 218 283
282 199 199 241
2065 1471 1420 1550
9668 7709 7113 7176
4039 3486 3162 2853
4826 5050 4574 3379
26 12 21 15
138 96 101 121
196 142 155 150
24 24 24 20
17 6 9 14
426 300 300 387
248 161 146 205
201 131 145 164
357 362 381 417
1268 1116 1069 1388
32 21 10 20
241 171 209 138
5159 4312 3771 4628
4579 3982 3461 3513
487 274 307 351
65 38 42 59
136 98 120 116
6078 4820 4119 4333
169 102 139 139
2914 2064 1588 1737
4344 3626 3163 3029
3560 2563 2389 2367
2573 1985 1723 1903
5692 4895 4177 4823
4181 3763 3225 3148
1195 932 889 1139
153 44 60 55
4858 3667 3345 4136
47 32 42 34
18 19 20 11
1122 891 836 695
304 165 214 260
105 65 74 75
63 29 43 26
1004 643 620 696
115 80 94 129
451 366 257 338
408 270 300 311
7402 5801 5203 5728
2269 1760 1625 1940
374 201 194 238
70 25 35 31
407 262 298 280
5097 3707 3541 3596
3127 2502 2045 2678
2959 2436 2104 2615
1063 748 671 838
68 38 27 38
1004 668 640 800
226 159 180 199
1621 1443 1153 1451
797 614 523 669
293 222 267 311
646 501 532 616
4305 3075 2782 2522
5927 5224 4563 5448
115 44 51 56
60 40 35 47
102 92 87 68
156 122 84 127
253 196 200 221
745 586 522 602
8388 6358 5929 6363
859 567 536 626
3539 2762 2339 2822
493 289 329 402
3643 2642 2446 2725
1017 726 723 787
623 624 832 811
107 67 68 54
79 61 70 30
1743 1483 1297 843
1747 1442 1358 1680
971 705 683 855
2017 1643 1888 2324
648 517 553 677
143 69 76 57
44 37 35 21
6053 5622 5138 6212
395 350 362 385
6227 5050 4376 4106
3598 2581 2173 2098
5492 4295 3760 3962
5800 5113 4378 4564
3488 2939 2570 2865
3934 3476 3060 3341
1406 980 986 1133
61 27 31 25
174 107 152 132
170 136 96 95
626 467 423 346
4726 3541 3024 2989
211 112 108 124
181 145 190 211
40 18 18 21
65 39 41 39
4009 3057 2522 2688
435 315 250 298
432 397 269 158
41 35 29 13
274 309 265 349
2797 2227 2071 2304
282 217 193 171
133 113 100 116
3788 3113 2865 2858
6013 4919 4358 4498
207 165 128 207
235 133 124 104
6480 5836 4816 5721
382 257 325 371
68 32 42 37
2391 1858 1648 1825
4288 3260 3254 3646
84 57 66 66
3955 3460 2811 2322
6060 4524 4314 5308
2295 1725 1592 1694
1789 1455 1294 1404
4056 3303 2717 3204
38 37 23 44
3795 3311 2644 3089
541 442 529 611
3489 2775 2459 2158
3478 3345 2783 3426
7832 6170 5000 5269
99 58 48 59
196 175 123 75
1082 763 739 964
39 23 32 19
86 84 84 109
78 61 48 66
99 41 75 31
1775 1586 1545 1906
217 189 169 210
214 194 138 166
23 12 20 23
7670 6079 5390 6057
3799 2758 2374 2568
1839 1244 982 845
2697 1923 1624 1851
97 54 62 54
110 68 64 67
289 232 273 129
36 31 26 27
44 28 23 35
803 645 674 731
32 15 16 21
2767 2150 1793 2036
70 32 29 27
6687 6180 5338 6160
320 181 154 230
91 45 58 45
52 30 31 23
6674 5514 5256 5840
2706 1904 1710 2147
109 120 97 19
2917 2120 1665 1676
5543 4602 3695 3704
1329 1196 999 1327
90 46 60 69
69 56 70 44
1916 1508 1625 1984
87 58 66 66
82 84 79 23
595 353 399 465
2491 2263 1904 2132
4984 4342 3740 4296
139 89 95 54
3823 2974 2439 2467
1630 1061 1107 1265
705 604 448 526
2768 1920 1782 1424
886 577 677 778
981 941 701 710
656 515 473 533
3238 2264 1833 1988
2757 2288 1963 1704
18 28 21 12
35 29 38 24
540 327 292 324
4392 3670 3108 2767
2627 2310 1960 2352
5895 4910 4154 4933
271 225 221 280
53 49 34 36
34 34 32 28
4446 3919 3152 3982
1322 1146 991 938
275 255 270 347
1054 906 880 980
33 22 8 25
87 68 77 61
3400 2853 2736 3056
238 149 164 150
198 150 121 116
4637 4144 3649 4040
221 119 107 103
2115 1746 1546 1535
386 277 347 414
384 238 242 332
1984 1636 1378 1503
1668 1204 1062 1092
4783 3899 3301 3319
2452 1997 1869 1855
325 192 206 144
2327 2042 2025 2239
390 314 327 431
77 41 50 33
3326 2850 2310 2292
6250 5092 4191 4689
25 17 9 29
82 66 66 81
803 519 587 768
2755 2262 2100 2453
1038 715 775 918
6536 5636 4556 4625
1266 844 820 964
6899 6266 5283 5477
3510 2711 2212 2406
1080 838 908 989
63 30 44 29
3764 3121 2699 2659
2629 2076 1880 2020
3610 2867 2591 2687
1277 1087 968 806
3337 2680 2499 2971
1985 1554 1524 1926
2369 1937 1901 2279
38 12 29 26
721 524 513 581
1682 1402 1345 1525
78 72 55 51
3686 3403 2952 3515
1173 1124 1046 1282
47 34 49 26
62 37 34 18
3227 2601 2120 2536
1511 1314 1249 1377
111 55 73 61
191 95 90 87
776 782 582 381
199 113 127 51
6697 5104 4362 4213
3340 2326 2192 2449
96 54 43 60
1158 932 859 1077
3975 3135 2872 2688
1874 1665 1447 1673
58 38 30 40
496 414 479 491
2687 2537 2207 2520
43 28 51 33
5544 4442 3634 4304
3549 2694 2205 2660
61 47 47 43
3652 2731 2531 2635
615 479 470 604
229 196 179 224
222 153 142 213
2053 1417 1428 1403
212 188 240 259
1552 1220 1147 1332
554 371 366 409
600 497 471 515
1079 917 805 982
3005 2618 2063 2377
72 50 65 16
67 54 54 21
996 741 769 731
2286 1872 1788 1968
90 47 49 65
111 93 96 83
30 14 25 15
4046 3090 2635 2102
6991 6078 5006 5567
2911 2531 2199 2219
1989 1537 1308 1546
734 553 527 667
3069 2826 2411 2895
49 15 23 19
4169 4226 3679 4667
935 740 757 799
3679 2860 2460 2814
5269 4490 3772 4045
1180 1080 949 904
3025 2343 2016 2307
521 504 550 605
2873 2796 2229 2315
70 16 28 33
3018 2364 2108 1906
1473 1178 1090 1302
4950 4107 3004 2704
121 91 65 27
80 74 57 34
87 53 44 30
5220 4513 3581 4031
131 101 115 137
4812 4248 3430 3537
1738 1512 1376 882
3706 3323 2765 2243
962 816 671 855
768 587 520 551
276 173 210 233
26 26 23 13
5918 5200 4444 4263
5210 4418 3713 4123
1911 1733 1611 1934
34 12 20 16
381 291 342 349
66 48 44 51
64 26 13 34
27 11 17 17
29 29 25 2
3968 3112 2549 3198
740 520 392 306
175 131 95 87
4073 3428 2947 2527
3116 2494 2254 2269
1679 1338 1128 1063
1717 1386 1102 814
3773 3176 2600 2677
119 104 84 128
1956 1523 1439 1365
1452 1279 1142 1479
2131 1861 1782 1971
3034 2377 1973 2509
3526 3129 2879 3311
5411 4503 3930 4333
3684 3100 2699 2721
1837 1192 870 1014
752 608 692 689
3652 3249 3016 3841
80 46 56 40
3259 2564 2471 2570
27 34 14 5
364 221 238 185
20 12 27 17
18 22 24 17
4638 4239 3296 4119
48 26 32 41
2527 2152 1821 2152
4222 3855 3347 3904
233 155 139 118
3731 3192 2742 2966
1765 1304 1169 1047
2302 1837 1628 1509
4660 3859 3688 3687
91 76 103 33
226 174 179 180
2426 1844 1779 1839
6932 5810 4995 3812
4255 3268 2794 2623
8477 5958 5313 5402
4142 3634 2787 2946
40 33 20 13
4710 3807 3318 4153
616 515 385 364
269 192 198 280
1173 1008 1018 1250
21 17 13 4
16 22 27 22
5842 4699 4459 5200
699 413 454 527
36 28 25 13
1982 1737 1568 1806
4337 3447 2946 3164
6321 4674 4236 4154
4849 4288 3689 4298
2924 2292 2046 2268
3405 2700 2301 2343
86 54 45 56
130 43 49 59
6669 5467 4314 4915
8766 6785 5797 5326
71 34 51 33
7151 5457 5027 4314
6090 4764 4228 4147
5031 4522 3598 3647
6136 4393 3895 4376
198 154 168 73
1496 951 987 928
53 32 28 17
845 505 506 465
4934 4151 3444 4281
367 255 264 303
4323 3765 3343 3544
5247 4791 4166 4182
33 11 30 10
6023 5182 4431 5346
36 42 17 17
4260 3645 3398 3520
127 68 72 40
6004 4858 4594 3680
9004 7110 6179 6636
4426 3743 3186 3599
3499 3128 2559 3232
3875 3190 2681 2239
3958 3112 2784 2698
4698 3368 3246 3258
6724 5296 4602 4962
4502 4116 3379 3799
85 69 67 33
169 159 147 96
2788 2572 2320 2878
553 498 537 661
61 52 57 77
5160 3688 3232 3130
6169 4805 4301 3695
1624 1370 1239 1359
398 321 332 343
62 48 47 22
47 21 27 17
3213 2577 2200 2084
122 94 81 101
165 100 115 121
4882 3979 3218 3774
5438 4171 3775 3837
5564 4393 4025 4727
3228 2569 2492 2581
3284 2692 2563 3311
50 13 11 18
117 62 74 50
1159 1066 908 940
3532 2703 2532 2806
2802 2241 2048 2005
31 16 8 11
18 22 27 21
36 22 17 24
103 65 78 88
621 489 535 537
78 74 72 71
1263 971 890 1031
13 15 5 17
3666 2982 2581 2622
2663 2005 1733 1549
637 644 599 747
106 75 91 84
1417 1019 921 1077
19 20 18 5
60 40 54 23
50 34 29 26
25 13 15 13
4159 3415 3450 3987
3481 2890 2528 2391
62 56 67 34
171 112 116 114
4133 3473 2949 2776
184 261 139 72
4302 2903 2533 2591
1453 1096 1126 1321
38 22 27 5
3135 2636 2105 2133
1951 1422 1336 1484
4280 3556 3139 2701
728 414 357 215
1849 1246 1179 1201
4445 3107 2556 1790
1288 997 958 1007
998 777 704 771
171 125 188 163
255 244 285 320
27 11 12 21
6868 5406 4906 5738
6863 5154 4746 5604
51 27 19 34
2660 2025 1788 2258
53 19 13 21
927 644 703 803
9455 6726 5768 7349
5983 4084 3762 3806
4918 3682 3309 3852
4674 3788 3523 3951
2196 1888 1662 2027
133 90 88 84
32 16 26 30
119 62 80 114
1011 667 686 740
839 588 601 751
85 34 53 54
28 15 28 36
213 124 129 153
1657 1439 1004 1377
712 421 463 455
6521 4979 4398 5004
1467 1133 945 1097
2266 1357 1404 1551
5029 3857 3501 3933
3089 2526 2181 2844
1145 820 801 976
1973 1458 1342 1645
247 130 135 172
2925 2068 1725 2127
796 604 590 688
2667 1995 1699 1979
3373 2828 2610 3088
313 196 245 284
2928 2487 1922 2363
2008 1280 1087 1025
830 642 700 766
638 422 428 372
63 43 43 40
32 27 15 24
25 22 27 14
3489 2927 2728 3339
1367 1117 1041 1265
124 69 93 97
1667 1556 1369 1783
3691 3250 2926 2644
262 204 234 259
4438 4195 3360 3873
158 106 116 126
101 69 54 54
54 33 31 29
2590 2120 1971 2239
3396 3453 3117 3680
2166 2046 1626 1628
158 84 116 121
687 529 612 713
3643 2966 2597 2222
1087 982 871 1028
417 290 282 325
14311 10414 7428 8744
2235 1809 1620 1753
1314 1106 1297 1611
3188 2635 2183 2402
37 23 19 23
2024 1638 1600 1562
72 26 27 33
40 21 23 19
224 113 132 162
344 336 308 219
39 21 25 14
22 15 33 12
239 186 172 213
51 40 33 14
427 336 380 447
5116 3801 3464 3662
2794 2412 2289 2892
848 612 584 525
500 417 316 273
852 683 625 789
394 230 248 212
4055 3482 2996 3478
395 369 346 417
63 37 51 30
76 45 80 79
278 165 207 175
309 166 179 151
3745 3666 3175 3439
2769 1925 1778 1979
25 21 14 19
15 20 13 22
667 582 594 759
6250 5088 4408 4525
56 52 41 48
812 512 515 493
23 16 16 26
496 285 275 334
525 261 266 320
179 63 85 90
83 26 33 27
296 138 144 164
490 277 244 293
203 89 86 99
163 91 96 125
13540 10448 8304 10004
3036 2432 2159 2370
2805 2522 2277 2601
442 303 305 430
2586 2107 1898 2200
134 80 80 86
78 53 54 62
291 196 221 250
76 47 52 57
4083 3414 2894 2960
180 97 105 108
2135 1816 1659 2018
3314 2968 2366 2908
1659 1514 1288 1557
75 23 28 26
318 260 294 272
2550 2340 1924 2068
1628 1258 1101 1317
1485 1207 952 1011
134 91 100 89
4094 3308 3151 3396
1450 1057 993 1038
1041 780 762 819
66 40 40 45
2839 2644 2407 2783
105 62 93 69
225 117 115 133
16 3 11 12
3084 2455 2409 2645
86 43 52 60
150 64 46 67
119 64 86 42
1685 1375 1082 1242
2061 1742 1464 1834
541 333 408 474
4171 2495 2390 1892
56 10 23 19
124 53 55 71
2861 2462 2171 2044
50 40 35 28
1934 1202 992 1201
9195 6951 5134 6308
3704 2284 2187 2173
1372 1105 1017 1068
207 124 134 154
72 28 45 26
5199 4200 3799 4443
432 264 269 309
1897 1409 1355 1451
3649 3178 2994 3468
79 41 49 78
293 141 150 151
3553 2532 2249 2217
424 251 296 385
1599 1199 1045 1160
3302 2352 2067 2721
1975 1642 1579 1689
4260 3771 3074 3914
88 60 53 66
57 36 38 44
1934 1390 1190 1344
3312 2888 2488 2822
147 128 95 119
3138 2770 2321 2754
108 36 48 53
2729 2099 2070 2288
3443 2372 2260 2551
2586 2139 1871 2109
1777 1204 1071 1206
30 8 10 17
4820 3992 3396 3902
601 542 498 549
1148 791 828 945
38 21 30 24
39 32 28 34
162 93 88 125
3893 3152 2771 3003
6025 5039 4689 5504
605 394 327 420
555 365 339 361
4266 3599 3102 3435
6920 5258 4242 4498
1695 1563 1367 1589
3910 3201 3059 3440
3930 3191 2810 3354
345 236 242 330
5038 4081 3337 3579
5169 4509 4150 4462
2908 2151 1936 2387
3428 3237 2674 3319
118 49 39 54
124 104 104 120
166 94 109 116
741 434 437 539
133 42 41 36
52 29 38 30
1803 1707 1511 1751
155 109 123 125
1004 768 627 703
4065 3044 2423 2659
6175 4822 3913 4447
2334 1798 1635 1946
48 17 22 20
2789 2309 1837 2203
3094 2346 2072 2564
1964 1616 1364 1462
2332 1804 1668 1725
1825 1467 1163 1493
21 17 12 17
562 505 483 595
101 36 51 47
32 11 15 17
1524 1299 1240 1454
2369 1833 1625 2100
2682 2491 2015 2358
146 122 93 128
402 290 336 400
195 189 198 260
1719 1248 1065 1107
2175 1726 1533 1636
1702 1643 1373 1569
344 315 307 409
466 369 342 390
4023 3314 2747 3166
987 779 715 932
51 25 31 35
47 18 19 16
2735 2059 1744 1569
1716 1162 1049 1260
481 437 421 567
62 69 84 34
5070 3755 3330 3699
2005 1942 1640 1926
250 160 146 155
749 514 440 513
2047 1672 1558 1864
2608 1959 1784 1925
2855 2311 1967 2468
2489 2066 1852 1809
1310 1083 1044 1239
2590 1799 1532 1860
3579 2744 2608 2938
2078 1680 1464 1654
2534 2120 1983 1947
3182 2928 2437 3060
53 27 37 41
92 34 53 44
914 680 546 855
5922 4590 4252 5479
141 104 100 116
4997 3758 3087 3811
5917 4259 3894 4909
188 71 49 53
472 259 235 195
2587 1740 1669 1410
5492 4568 3858 4836
5323 4079 3471 3757
2255 2110 1647 2004
119 66 71 90
1405 1090 959 1239
80 35 28 32
246 184 169 221
253 177 186 212
149 112 95 78
138 119 116 132
1590 1428 1233 1314
26 6 13 17
368 270 294 327
498 447 412 511
21 15 30 15
1603 1360 1369 1530
1571 1261 1131 1011
2840 2386 1924 1945
2481 2071 1760 2126
47 31 39 21
1556 1203 1050 1020
432 360 283 238
2672 2253 1995 1900
2417 2265 1806 2053
968 698 654 815
805 720 769 851
3530 3512 2708 3234
182 157 111 129
1736 1624 1491 1722
5265 4812 3852 4119
162 107 114 110
408 361 387 496
1041 818 713 722
431 310 311 341
603 497 425 423
5578 4614 3751 3988
4276 3266 3187 3698
4011 3543 3078 3306
80 47 39 49
39 41 30 40
203 143 140 106
1110 766 868 985
4028 3465 2823 3419
5348 4152 3549 3335
2772 2646 2267 2612
149 117 104 131
721 668 604 335
557 428 413 441
51 16 25 19
157 113 95 112
2360 1795 1594 1746
4722 4376 3689 3989
218 166 216 271
91 46 67 70
1713 1278 1187 1244
136 60 61 35
5314 4668 3864 4351
3613 2910 2485 2807
33 10 7 21
10371 7871 6503 6340
2038 1306 1612 2070
5598 4866 4207 4710
4720 3939 3411 3813
5134 4557 4173 4459
1915 1299 1243 1246
4065 3363 2973 2832
2676 1973 1745 1283
4070 3784 3132 3714
1195 921 828 815
2722 2255 2074 2585
93 40 63 41
3704 2812 2492 3126
77 13 34 23
4511 4087 3352 4116
4415 3737 3212 3349
442 332 278 390
2857 2325 2011 2059
3047 2753 2548 2912
5103 4447 3543 3639
297 245 234 252
29 14 18 25
183 148 136 157
47 54 46 32
64 27 46 38
25 14 11 21
1614 1223 1225 1415
14376 12067 9875 11325
4882 4576 4670 5201
2596 2370 2043 2442
26 13 13 25
1775 1752 1587 1807
123 81 60 84
408 256 255 198
3979 3457 3070 3607
872 622 620 697
70 52 53 83
5627 4377 3912 4907
56 24 25 31
5829 5081 4327 5130
90 52 34 48
4398 4015 3515 4229
3180 2632 2420 2192
2176 1827 1596 2132
5761 4799 4009 4817
4238 3636 3252 3912
257 167 171 170
1520 1097 1088 1118
1502 1030 1032 1193
1030 579 625 869
117 90 124 108
21 14 27 27
1329 1199 990 1076
35 34 26 28
38 22 20 30
4597 4095 3388 4308
1493 1158 1004 735
1370 852 732 685
354 229 235 291
10359 7431 5344 6263
63 31 35 25
193 77 83 92
4796 2981 2850 3307
3917 2938 2689 2277
74 43 48 48
1915 1734 1344 1552
769 751 641 804
1914 1235 1225 1171
4746 3943 3517 3935
211 157 180 205
1590 1196 1120 1365
694 652 660 772
5429 4497 3943 4658
799 595 537 701
7577 6495 5486 6201
2289 2240 1895 2233
4103 3243 2761 3102
207 125 138 172
2833 2156 2125 2398
608 374 432 498
2645 2188 1957 2088
27 8 25 4
2164 1652 1461 1647
3580 2828 2697 3216
2103 1646 1386 1507
2472 2341 1942 2026
1649 1247 1174 1250
2629 2276 1923 2101
2628 1995 1691 2401
1365 952 860 950
1985 1336 1229 1395
1464 1213 1137 1508
1330 938 801 883
4011 2953 2571 2952
5507 4204 3675 3712
6391 5150 4203 4315
183 139 130 135
367 219 230 288
2536 1845 1634 1767
125 61 68 93
3433 2957 2399 2625
4124 3272 3082 3254
2069 1511 1510 1477
2117 1539 1409 1755
1194 816 901 1130
4091 3056 2689 2829
3158 2368 2248 2500
1637 1158 979 1087
2451 1697 1626 1558
2680 1960 1775 2015
210 162 136 149
140 72 85 92
1342 886 790 883
4047 3474 2959 3548
2007 1477 1313 1207
102 49 87 47
2766 1997 1894 1860
1503 1016 895 1081
51 28 20 29
2299 1303 1192 1423
5099 3645 3061 3390
6123 5219 4416 5268
7737 5109 4280 3664
1372 1003 1074 881
28 18 20 8
6100 5171 4157 4770
3962 3252 2725 2794
817 455 521 596
4043 3030 3055 3732
1628 1339 1254 1493
2372 1731 1542 1521
365 276 253 304
179 112 141 141
3078 2241 2136 2628
4323 3108 3083 3547
5132 4563 3715 4282
1715 1291 1233 1411
2808 2052 1854 2110
62 29 20 33
4498 3418 2994 3333
2634 2178 2096 2592
2238 1566 1285 1572
4561 3819 3411 3432
2086 1631 1542 1615
1128 864 744 833
61 41 41 63
4151 3465 2891 3436
51 21 31 29
2174 1874 1623 1863
24 19 21 20
5003 3822 3360 3891
83 87 80 143
71 37 63 45
4356 3110 2783 3133
3111 2592 2262 2715
3175 2458 2053 2041
182 115 103 116
175 129 122 165
2542 2187 1684 2134
137 111 164 177
26 18 20 31
3608 2859 2724 3151
2746 2208 1958 2132
888 692 664 800
3038 2459 2011 2627
1502 919 855 927
30 21 24 26
36 25 32 49
4905 3796 3018 3227
467 362 431 423
792 642 609 719
2217 1957 1743 1657
3320 2662 2508 2903
2808 1907 1875 2066
746 621 616 637
38 12 18 21
6534 5303 4349 5212
2937 2835 2263 3146
144 80 96 115
71 26 45 43
3340 2831 2626 2992
4231 3836 3403 3594
1978 1718 1625 1845
1810 1324 1370 1475
253 143 101 164
51 38 27 25
93 59 61 32
1847 1674 1713 2356
443 376 349 521
6432 5204 4573 4855
3359 2866 2466 2831
1880 1372 1126 1135
4721 3680 3181 3908
318 279 246 278
5234 3541 2916 3441
2438 1874 1477 1792
77 42 56 49
2491 2355 2083 2681
3536 2949 2565 2839
338 251 285 303
387 230 270 288
136 90 102 83
3765 3327 2914 3473
6056 4139 3906 4356
153 64 82 91
2504 1967 1846 2300
3723 2884 2375 2959
1704 1183 972 917
4508 4045 3833 4728
7348 5716 4530 5049
7015 5691 4904 5708
164 55 69 66
1781 1284 1299 1509
4928 4390 3437 4089
211 158 156 188
3221 2719 2313 2813
4086 3213 3025 3593
80 62 82 80
242 159 142 169
658 441 387 333
4290 3671 3009 2849
2720 2082 1785 2147
264 148 113 86
614 495 522 550
80 24 35 19
5383 3968 3300 3576
4777 3417 3237 2902
4592 3527 3095 3215
12386 8261 7466 6996
128 120 119 167
413 332 371 339
366 186 251 282
3544 3218 2949 3448
3049 2236 1896 1969
2318 1666 1556 1600
65 32 33 44
1007 682 705 880
152 68 70 71
147 53 65 49
185 136 110 176
170 84 93 116
1592 1454 1329 1637
1087 1065 1002 1188
200 223 267 376
221 79 122 134
3113 2630 2500 2918
446 199 241 332
196 118 164 137
6014 5440 4577 5397
28 27 18 20
494 343 335 284
367 262 335 369
90 52 42 52
1369 967 843 889
111 66 72 79
60 50 34 23
3545 2966 2581 3051
12642 9238 7894 7494
139 56 61 38
5864 5499 4885 3903
19596 15053 13016 15721
403 331 357 496
56 17 32 36
4385 3240 3067 3049
151 88 107 116
10080 8029 6870 8070
329 185 237 230
241 132 144 140
6111 4642 4412 5261
8296 6514 5864 6564
146 95 108 120
1027 727 859 883
99 48 56 61
40 27 29 37
62 69 62 70
72 36 26 33
160 82 69 108
346 253 284 242
639 540 511 568
173 95 110 113
4706 3118 2597 2911
6880 5194 4898 5450
11878 9155 7674 7967
4128 3830 3342 3735
216 122 146 152
145 69 71 64
2599 1803 1618 1822
8373 6344 5577 6483
9123 6845 5656 6680
12313 10622 8867 10832
1717 1096 1062 1172
848 507 572 718
87 37 45 59
46 39 50 47
60 25 31 30
2975 2342 2312 2818
158 38 59 73
256 219 212 276
35 8 27 12
117 55 42 64
3557 2034 2075 2360
4212 3364 2978 3401
33 30 33 34
89 43 58 62
153 55 62 64
422 235 280 363
2267 1502 1429 1386
199 98 89 83
121 53 38 27
6125 4592 3914 4097
11989 9602 8406 9175
24 23 15 21
50 12 20 28
75 31 44 41
813 545 543 762
179 102 123 174
6951 5473 5015 5277
6588 6055 5235 5805
37 21 34 44
63 15 26 23
5628 4465 3866 4436
8821 6535 5767 7041
2660 1402 1459 1858
107 33 56 59
1493 1281 1123 1491
9697 8921 7560 9388
1183 1013 885 1175
1160 931 833 1013
127 26 29 31
8535 6662 5884 7439
4864 3794 3050 3678
70 53 58 34
3061 2141 2101 2163
57 7 29 32
10921 8509 7574 8960
2520 1647 1470 1372
6745 4986 4364 5208
3295 2292 2218 2426
301 118 141 113
7454 5812 5175 5631
1260 740 794 868
527 378 330 426
246 157 178 147
3766 3382 2892 3402
4877 3946 3592 4224
99 60 51 47
106 65 79 97
3618 2758 2502 2893
42 43 46 45
58 39 56 57
65 70 84 62
119 98 104 121
682 677 541 688
1176 990 932 1004
57 24 25 41
187 131 137 150
1231 985 911 1110
157 128 124 147
2920 2633 2444 2367
191 191 152 121
5887 4881 3678 3286
107 69 70 39
2351 2157 1783 1737
178 184 185 83
346 262 299 261
150 156 128 112
535 503 569 734
1682 1315 1381 1603
75 20 20 42
2755 2501 2143 2332
18 24 23 22
17 14 25 18
2805 2520 2224 1865
73 62 47 21
21 19 25 6
64 49 46 51
40 26 45 34
28 26 23 8
32 23 15 11
78 53 68 80
2252 2104 1791 1741
193 210 211 218
4874 4260 3556 3399
153 152 168 83
5328 4681 4026 4893
66 21 40 33
790 674 584 701
166 139 140 95
844 747 604 550
2630 2479 2144 2148
277 112 128 134
2814 2147 2013 2137
1564 1183 1168 845
3696 3237 2605 2570
71 61 46 38
28 20 12 5
18 6 16 7
2065 1845 1648 1685
46 38 38 43
799 601 587 758
31 23 8 14
87 49 33 20
5073 4112 3580 4461
2978 2304 2030 2042
4110 3577 3023 3466
1293 996 1118 1246
3132 2785 2382 2637
3398 2806 2375 2668
1287 1107 1085 1298
514 346 328 453
5652 4738 4210 4721
4717 3931 3545 3842
4272 3558 3167 2811
62 42 30 28
58 24 44 31
2735 2512 2326 2808
1453 1260 1104 1308
4194 3382 2998 3507
400 271 262 225
64 24 31 26
1984 1527 1564 1701
3710 3023 2723 3017
1494 1098 999 1133
5887 4461 3749 3025
3230 2881 2517 2960
4667 3885 3394 3666
54 25 36 30
2722 2202 2004 2047
82 45 44 37
163 95 123 74
36 19 23 28
2685 1955 1732 1826
234 150 177 174
812 524 531 641
53 32 42 33
1943 1626 1413 1567
144 85 102 126
6969 5273 4545 5267
31 17 26 6
3281 2588 2014 2404
2108 1935 1603 1943
596 404 472 420
155 97 105 90
2161 1670 1595 1899
3714 3051 2674 3278
35 27 20 10
97 45 30 33
2499 1915 1656 1707
1413 1348 1135 1239
68 24 22 30
1528 1278 1286 1622
729 577 551 656
71 24 25 25
1974 1612 1386 1538
349 235 280 323
837 523 461 505
1167 886 908 1092
120 61 74 42
5542 5052 4012 5081
1793 1416 1287 1482
1362 782 772 970
2795 2083 1909 1821
7224 5587 4492 4757
21 15 22 20
3056 2188 1815 2293
1168 987 962 1136
6915 6160 5236 6095
43 20 13 23
63 43 57 36
54 24 38 27
8036 6585 5712 6667
8487 6948 5808 6785
10919 7658 6663 6220
3413 2420 2293 2661
2569 1425 1447 1369
4334 3142 2760 3136
254 189 201 197
808 577 661 738
73 48 77 30
360 331 277 238
948 741 441 229
1567 1214 1111 1275
93 64 67 58
189 123 123 144
366 222 251 182
4848 3925 3982 4642
26 29 36 34
1483 1072 957 1121
45 29 41 31
2292 1459 1599 1839
127 55 89 84
295 110 134 155
251 137 140 129
1262 982 1098 1432
4140 2997 2631 2956
171 100 95 79
364 237 281 297
7878 6178 5653 7122
3492 2795 2989 3501
745 507 445 612
190 138 115 126
268 118 101 142
23 10 11 18
2541 1877 1951 2356
5755 4156 3727 4044
75 36 33 48
1276 1105 939 1043
162 86 132 102
7891 6623 5534 5934
4944 3795 3322 3792
73 22 38 22
3795 2587 2301 2418
4891 5318 4270 6152
1295 1071 932 1071
5558 4606 3840 3276
165 87 92 123
2910 2539 2641 3120
122 52 38 43
5295 4679 4300 5008
811 391 419 318
8790 8496 6754 8470
3919 3077 2789 3320
5968 5098 4800 5264
214 73 80 69
3588 2584 2540 2941
32 10 19 14
40 17 22 23
8215 7287 6220 7335
4638 3921 3170 4002
6397 5057 4549 5504
875 655 499 723
3771 2892 2610 3044
4084 3113 2763 3386
2124 1440 1368 1334
167 72 101 123
1159 904 956 1072
186 118 170 147
52 27 32 64
6820 5615 5205 6016
4162 3520 3051 3785
200 99 113 154
7911 6159 5473 6616
186 70 87 114
6662 6122 5453 6256
42 22 32 27
4655 4059 3301 3936
34 11 26 13
29 13 30 11
3171 2450 2587 2702
526 314 310 429
93 29 44 31
3926 3208 2848 3337
2073 1469 1518 1605
1380 972 1025 1006
2633 1857 1697 1740
85 44 48 34
77 40 61 45
600 407 438 589
285 186 221 203
369 388 343 391
173 73 95 75
1783 1380 1348 1721
6533 5051 4353 5411
5408 4468 3836 3886
12709 9132 7903 9460
6665 5081 4383 5160
4076 2954 2425 2989
1755 1470 1355 1670
603 562 563 401
107 76 81 56
57 29 43 43
657 683 615 676
2282 2360 2019 2589
479 506 462 624
2119 1772 1500 1732
581 414 395 451
335 234 246 265
105 89 94 115
109 75 81 85
