"jc2656" "jc2657" "jc2658" "jc2659"
686 967 2103 1579
608 776 1792 1437
783 1089 2773 1600
564 767 1863 1134
576 869 1792 1338
111 61 250 89
335 361 1127 613
23 12 58 23
112 114 335 254
50 72 204 146
161 220 626 326
24 21 66 24
911 1417 3331 2513
93 82 233 97
154 144 405 118
747 1209 2884 2334
160 257 725 565
53 54 153 63
56 42 107 83
23 49 101 96
9 9 55 24
793 1077 2651 2299
901 1305 2780 2495
1210 1403 3412 1951
249 353 736 665
256 374 850 614
707 778 1581 754
1115 1505 2926 2180
519 766 1646 1636
66 60 133 70
142 162 469 309
30 30 80 76
1466 2071 4255 3094
2340 3497 6394 4196
1561 2204 4601 3439
3022 4727 9479 6186
50 44 33 16
39 23 12 10
3226 4715 9072 6236
64 17 41 9
1105 1674 3427 2276
1050 1353 3101 2337
47 35 27 9
310 392 657 532
69 65 39 26
684 970 1901 1623
1130 1696 2584 1978
356 383 815 477
657 899 2096 1355
438 415 866 470
1876 2482 4882 2660
539 643 1620 886
408 524 1287 879
200 206 617 265
699 929 2300 1380
38 39 136 69
39 41 92 35
1809 2207 4129 2419
82 64 38 25
1606 1849 4017 2072
84 86 37 33
83 76 46 21
1480 2385 3480 2703
2548 3899 6169 5189
131 123 78 47
1456 1536 3253 1971
252 319 532 344
27 36 10 10
96 63 50 35
85 71 57 33
112 102 144 92
82 75 50 15
670 1020 1856 1380
1920 2900 5906 4255
362 366 311 251
72 65 54 17
18 28 23 13
593 716 1712 1129
3253 4957 9551 7364
32 27 14 9
74 63 35 29
52 56 34 49
78 126 53 48
692 804 1645 1044
49 54 43 18
1273 1674 3836 2642
839 1165 2255 1702
257 199 409 206
40 28 18 7
2755 3691 6874 5195
350 395 656 469
1620 2293 4410 2505
183 183 208 179
63 74 47 40
500 476 754 548
1881 2634 4850 3641
312 373 620 494
2685 3590 6713 3431
105 112 78 45
458 495 1203 649
560 856 1706 1569
88 62 31 17
1018 1193 2486 1556
83 73 41 33
45 42 17 14
1435 1928 3202 2156
1044 1288 2885 1410
88 59 67 33
76 78 129 92
950 1106 2612 1806
815 1005 1736 1345
1093 1279 2556 1376
1632 2335 4614 2934
940 1474 3121 2739
25 23 11 11
452 448 1332 731
1428 1600 3178 2107
917 1342 3177 2619
1945 2796 5879 4202
33 36 83 67
40 30 76 13
923 837 1938 1236
106 77 55 25
1033 1098 2473 1171
1068 1547 3627 2810
53 55 33 17
782 1158 1914 1382
1571 1920 3869 2376
29 34 15 10
786 1191 2515 1570
1076 1395 2321 1739
135 184 524 463
18 17 72 29
483 1080 2000 1531
149 196 383 353
32 51 104 81
1179 1946 4005 3170
140 186 321 301
1598 2013 3016 2199
2054 2971 5763 4052
66 42 82 30
1819 2411 6068 3431
180 195 186 94
70 67 116 59
87 50 177 86
93 109 243 183
78 71 193 140
62 65 87 51
38 50 29 18
58 46 28 18
72 87 81 26
85 107 78 45
3647 5314 10200 6859
305 348 225 134
110 133 84 45
4430 6593 12250 6911
278 210 165 118
3147 3807 7195 4462
82 59 25 17
85 50 25 18
1476 1710 3225 2325
56 52 38 27
708 766 1522 819
148 210 338 293
97 73 44 27
51 38 22 15
1305 1784 3552 2092
131 104 53 56
78 71 48 42
2978 4075 6203 3825
1125 1281 2059 1373
1066 1348 2406 1672
139 147 104 61
103 119 93 33
2687 3506 6622 3841
726 648 1428 930
89 97 81 39
288 351 698 491
66 56 41 18
40 20 7 17
129 100 146 78
48 30 21 6
62 58 32 30
784 612 1107 549
90 92 32 22
188 176 246 115
140 151 91 63
111 123 77 53
166 149 108 80
2979 3710 6946 3837
128 112 83 31
1951 2103 3825 2265
525 397 1205 535
306 267 560 212
24 31 22 12
574 586 1466 532
13 16 53 51
58 26 21 15
2260 3332 6188 4551
43 30 28 17
5322 6936 10560 7013
6 6 27 20
97 78 93 56
759 725 1318 697
81 63 64 29
45 34 19 9
2433 2798 5812 2448
56 73 34 19
48 89 79 52
69 73 56 35
531 483 1255 566
465 450 1180 736
79 109 117 67
324 304 448 245
467 485 936 654
505 751 1329 1041
120 86 194 162
10 26 35 16
65 88 155 159
33 13 35 14
197 186 373 169
65 44 22 21
4321 6283 10214 6814
60 44 26 19
5304 6551 11775 6976
147 139 88 47
84 43 53 32
105 99 48 36
2758 3470 5964 3726
3537 4425 7180 5447
2029 2242 3637 1808
65 79 49 27
1435 1651 3278 1695
59 82 46 33
64 54 14 26
191 183 104 58
10088 13602 24903 15411
230 308 178 110
1728 2512 4357 2996
2122 2571 4330 2964
337 397 280 229
1680 2374 4434 2994
2600 3687 7324 4615
142 173 88 55
75 88 62 24
678 689 1274 522
896 780 1950 1028
96 54 69 33
61 40 39 8
918 938 1613 1024
107 119 61 30
1258 1547 3199 1297
78 54 35 25
71 145 372 306
133 147 324 146
4744 7020 13413 8959
60 79 42 21
2896 3951 6833 4581
1820 1907 3149 1472
26 25 11 13
53 61 36 31
910 1061 1904 991
27 28 21 10
38 29 171 55
715 1030 2474 1936
3271 4888 8758 6299
41 54 28 25
461 528 656 439
554 665 971 816
41 20 14 15
21 38 31 29
2182 3171 6648 3943
647 797 1481 934
73 109 132 108
491 755 1000 562
63 65 31 27
179 216 145 91
1341 1821 4558 2315
3629 5057 8773 5393
26 39 53 10
64 59 60 21
3243 4687 7553 5383
707 926 1037 980
36 39 15 30
961 1405 3206 1669
8412 12050 21710 13594
2441 4011 7386 6542
470 495 548 420
39 57 62 16
27 21 18 6
161 222 400 273
24 25 18 12
137 115 235 66
605 629 1323 691
950 1402 2973 2131
867 1264 2697 2066
6 4 31 16
87 64 74 39
2162 2992 6148 4029
402 452 1015 569
2154 2668 5737 3847
1535 2507 5632 4214
25 29 58 56
72 70 34 39
2273 3783 8087 6140
112 111 336 262
959 1142 2617 1702
2101 3217 7267 5383
101 109 70 45
32 26 17 12
885 1122 2568 1915
2084 3050 7021 5226
1526 2131 5344 4283
68 53 43 19
84 84 53 42
2181 3312 7130 5568
33 37 66 24
1724 2382 5339 3992
165 200 95 68
1783 2581 5784 4633
1262 1837 3809 3019
68 44 70 72
438 512 469 255
462 563 1498 1265
189 275 632 492
1406 1780 4564 2025
43 30 40 11
984 1145 2376 1441
19 26 63 56
504 559 1345 887
9 22 58 29
1083 1747 3773 2700
1744 2282 4726 3849
2336 3956 8987 8274
27 18 70 24
26 18 36 20
668 722 1992 1293
54 39 123 58
88 72 194 89
1191 1688 3123 1975
59 47 122 50
1193 1439 3739 1329
944 1107 2726 1374
1569 2162 4205 3218
276 328 845 776
1376 1983 4171 3685
881 1000 2149 1491
1045 1325 2750 2119
1303 1761 4159 3198
1443 2338 5478 4546
25 16 45 22
47 32 86 54
1620 2301 5099 3463
953 1826 3241 2488
117 115 375 297
19 39 79 69
2737 3699 7277 4853
909 1053 1925 1203
103 87 51 27
37 15 55 9
1382 1919 4020 2609
947 997 2955 1251
90 84 220 210
22 14 56 24
16 16 51 38
50 60 134 83
193 193 476 277
1497 1714 3168 1506
188 199 503 277
18 23 81 42
248 198 634 206
179 158 159 119
67 86 35 44
32 49 52 21
1993 3196 6429 5139
1503 2133 4482 3668
92 86 202 118
660 822 2045 988
1209 1845 4377 3465
1146 1602 3454 2300
537 796 1833 1506
840 1191 2775 2109
110 97 285 172
288 274 737 481
249 234 788 410
56 50 28 31
2251 3309 7676 6064
2331 3412 7245 4990
68 45 28 18
26 27 130 45
28 28 99 57
139 170 370 264
379 514 1348 1001
570 714 1779 1124
75 66 186 70
52 51 153 113
30 7 21 6
1041 1349 3457 1471
38 22 85 24
1199 1942 4355 2718
19 22 61 37
63 99 208 127
54 52 252 76
72 69 293 217
29 32 84 62
147 243 602 455
7 17 23 16
31 24 58 38
23 26 13 10
484 571 1596 1040
989 1139 2700 1207
901 1216 2499 1792
40 43 105 32
733 869 2113 1390
46 40 34 6
1879 2763 6072 4583
1991 3120 7328 6453
41 15 116 29
1373 2132 4714 3949
798 1062 2164 1539
114 97 258 104
1057 1599 3826 2864
1799 3095 7170 5671
45 45 19 17
473 551 1284 539
35 22 11 13
1501 2322 4988 4295
79 34 107 27
380 427 1136 430
271 264 670 274
102 112 265 197
217 327 759 604
50 32 100 29
24 17 44 8
77 61 230 88
1072 1457 3229 2251
413 687 1459 1303
24 24 78 22
68 84 182 179
447 533 1554 753
933 1291 3141 2560
48 58 26 11
1448 1954 3964 2601
1256 1731 3683 1974
379 546 1344 1096
680 697 1797 833
435 606 1262 879
47 41 37 25
780 1140 2718 1820
886 1667 3298 2478
59 59 45 14
94 72 256 94
1892 2866 6644 4885
97 144 395 366
43 32 28 11
1040 1489 3458 2255
98 88 251 160
55 24 100 20
12 11 56 32
28 30 73 22
13 23 46 35
627 742 1521 653
2337 3463 6079 4688
59 24 25 11
33 17 43 23
1388 1936 4107 2884
1840 2744 5905 4985
612 792 1552 1078
803 1216 2718 2410
1195 1569 3644 2330
48 40 13 12
26 30 56 36
1368 1878 4108 3112
976 1478 3419 2163
86 144 318 274
904 1187 2679 1482
1482 1942 3919 2602
699 1220 2876 2191
695 821 1780 1132
885 1263 2739 2047
519 646 1854 1088
947 1054 2851 1296
63 89 261 150
31 15 32 13
396 533 995 775
85 110 315 144
180 316 733 515
22 40 69 15
755 1156 2481 1840
1337 1552 3321 2251
113 115 60 40
2149 2512 5326 3319
75 76 65 22
1181 1989 4657 3293
65 36 18 22
729 1090 2380 1939
870 843 1875 744
583 795 1720 1330
701 1104 2527 2081
32 24 16 6
577 803 1869 1287
18 25 6 9
101 124 362 155
62 27 194 39
1118 1312 2814 2084
595 885 2483 1865
71 38 23 18
482 817 1771 1365
14 14 45 39
656 1155 2637 2197
1092 1870 3190 2590
1034 1599 3156 2457
80 90 64 22
542 540 1230 618
6 21 45 28
775 1142 2876 1882
1621 2478 5047 4037
236 210 564 375
1380 2153 4363 3147
491 664 1526 1055
63 86 33 21
1098 1462 3560 1978
1137 1379 3243 2017
76 110 226 195
44 46 106 78
222 199 551 235
15 16 68 69
541 809 1985 1550
2349 3471 7800 4553
42 32 18 6
1216 1706 3642 2927
36 28 64 48
856 1023 2244 1347
802 1163 2458 1695
1030 1229 3047 2128
213 210 568 328
1919 2914 5872 3679
351 440 1212 525
32 24 19 14
338 579 1166 1028
156 221 458 410
496 692 1842 1205
941 1146 2390 1455
1814 2849 6122 4991
401 609 1408 1043
368 558 1469 1163
37 38 30 15
1212 1933 3908 3117
1012 1549 3117 2215
44 26 78 32
829 1106 2234 1599
36 41 12 15
953 1349 2904 2186
788 1090 2205 1443
820 1232 2504 2176
301 335 917 550
940 1422 2857 1767
43 29 54 25
294 464 915 735
27 27 32 26
525 796 1823 1389
470 663 1438 1254
2127 3343 7126 6501
70 74 48 28
1721 2546 5227 3463
2072 3315 7518 5345
65 26 68 26
1840 2463 5184 3667
2351 3089 6391 4621
36 23 20 8
1057 1701 3802 3235
2762 3740 7457 4945
339 48 433 83
695 535 1687 937
221 44 331 71
8 14 48 54
8 11 47 28
621 919 1845 1418
158 189 316 304
31 48 36 9
1487 2086 4459 3445
870 1192 2823 2102
76 66 94 50
405 327 715 425
567 855 2087 1672
54 46 40 19
255 225 663 387
475 637 1942 735
63 40 148 63
597 781 1403 1017
54 25 78 18
25 29 90 46
35 30 95 79
955 1587 3145 2183
20 31 28 6
150 166 343 184
32 27 56 9
40 26 17 10
1597 2152 4638 3284
454 581 1516 931
438 443 1055 660
682 1021 2493 1841
294 445 962 831
1118 1725 3439 2340
15 25 42 19
622 846 1775 1200
744 1092 2711 2009
1430 2442 3846 2321
64 84 41 41
908 1649 3377 2769
29 21 5 5
1374 1716 3842 3084
2436 4074 8805 6979
86 67 52 28
339 252 800 381
905 1348 3379 2413
104 89 51 30
578 857 2184 1592
1154 1880 3978 3101
77 41 47 28
57 43 124 61
1656 2634 5196 3473
38 33 37 11
38 38 21 14
2831 3717 8055 5123
85 91 63 43
326 283 204 120
73 84 77 54
55 31 16 12
1613 2408 4913 3743
200 170 292 148
381 296 676 291
228 245 548 260
143 160 391 164
1039 1736 2224 1873
74 64 41 27
6071 8650 16287 10723
175 222 109 72
128 168 79 53
2508 3572 6638 4690
1020 1204 2540 1825
240 321 590 405
31 33 21 13
1680 2234 4374 3367
1433 2237 3736 2965
240 318 643 529
1321 2350 4909 4259
42 33 14 14
16 26 30 10
593 771 2033 1008
171 120 463 128
28 24 74 37
22 22 45 21
573 816 2008 1513
1432 2094 4440 3579
1518 1780 3437 1888
63 44 40 13
1243 1532 3275 2484
69 72 39 24
846 1284 2518 2051
741 990 1911 1755
46 50 25 11
74 81 56 31
1370 1953 3107 1916
52 77 51 31
29 25 25 18
803 1216 2206 1675
163 177 447 266
101 62 139 74
1379 1994 4116 3180
4614 6999 12881 9683
82 99 62 39
428 481 955 551
100 66 35 42
763 768 2089 1130
167 181 473 365
1268 2154 3916 2877
922 1106 2090 1364
94 108 67 46
37 24 21 6
13 27 44 37
420 584 1215 991
1175 1704 3598 2671
1138 1522 3477 2254
128 89 106 43
998 1586 3548 2659
1461 1819 3284 2304
1957 2375 4293 2163
47 52 28 16
32 27 15 7
589 604 1305 502
1345 1608 3549 2315
352 386 778 597
1262 1977 3455 2357
98 92 52 41
72 61 32 46
215 131 151 60
881 1330 2731 2140
3437 5458 10581 7948
40 47 43 38
576 905 1585 1188
63 47 24 15
1368 1868 3783 2370
55 65 42 27
1564 2624 4253 3691
136 149 74 51
1840 2795 6104 4844
2148 3363 5436 4132
72 88 58 30
748 997 2218 1802
86 85 70 37
974 1317 2573 1942
36 29 19 17
144 144 93 34
939 1360 2654 2060
148 214 158 104
4014 6045 11571 7805
1445 1776 3946 2078
432 532 1332 941
18 37 21 27
1328 1992 4279 3319
56 48 25 23
50 51 130 121
1809 2975 6202 5453
41 33 23 14
651 915 2440 1826
42 29 65 50
98 84 155 150
1168 2110 4749 3809
874 1334 3273 2460
51 71 61 21
2949 3868 7651 4200
490 445 637 270
1850 2834 5828 4862
116 112 329 159
811 1058 2092 1704
61 67 133 129
7 18 23 11
453 707 1429 946
22 12 40 17
921 1558 3539 2624
57 56 147 87
131 162 466 273
367 624 1027 640
1328 1828 4174 3041
51 53 114 39
44 25 46 18
1775 3014 7428 5268
31 20 14 12
36 23 70 25
43 37 29 11
1286 1992 4211 3667
101 163 108 74
1471 2363 4219 3308
2607 4328 9002 7551
588 992 2111 1470
1526 2960 7153 5951
91 141 127 99
55 56 30 38
233 295 635 489
39 29 37 54
243 244 777 437
189 214 166 130
1259 2053 3264 2209
11 25 26 27
71 68 44 68
55 68 50 61
35 34 28 46
1007 1591 3279 2966
56 65 42 58
41 47 113 72
63 62 126 129
194 254 417 387
179 190 147 81
2972 4624 9402 8768
54 48 25 24
1545 2407 4861 3922
45 42 37 25
1145 1900 3946 3048
91 120 102 62
939 1434 2726 1880
667 873 1855 1221
985 1235 2683 1942
40 29 18 11
577 792 2188 1409
5 8 20 22
8 7 29 33
38 38 132 90
36 75 166 129
38 35 123 70
10 10 31 24
22 16 45 39
75 65 198 71
589 937 2223 1817
947 1162 3030 1935
2332 3797 6887 5563
55 45 21 14
1687 2931 5699 4604
2137 3616 7414 5868
1411 1878 3569 2646
63 50 25 21
133 134 256 219
354 588 1122 896
19 28 75 51
888 1429 3592 2434
659 717 1655 987
829 1454 3003 2291
45 58 86 45
12 22 63 44
526 603 1364 1065
1352 1984 4622 3635
1175 2126 5259 4991
1041 1163 2829 1579
1542 2090 4869 3577
719 877 2454 1698
207 198 465 316
1255 1938 4432 3827
13 16 33 15
611 800 1725 1112
72 85 192 144
131 66 159 122
359 495 1083 748
575 935 1964 1633
555 1020 1971 1516
340 459 1349 1045
50 48 155 133
298 438 1164 940
287 446 1027 532
632 911 2254 1636
187 261 661 421
1201 1719 3748 2738
622 824 1885 1297
60 36 55 68
103 167 522 437
37 47 124 82
680 892 2452 1641
24 15 57 24
133 160 466 440
79 77 190 157
868 1219 2659 1997
955 1155 2546 1544
20 23 67 74
21 26 60 46
228 298 650 522
461 567 1376 744
1260 1541 3312 2085
1129 1484 3088 2356
680 1062 2349 2197
926 1510 3058 2458
1323 1692 4025 1745
327 449 1139 951
40 31 76 55
841 876 2185 1113
1070 1541 3478 2187
23 22 31 12
1664 2348 5201 3983
39 31 127 28
9 24 36 31
75 75 132 116
215 331 735 710
1588 2450 5609 4700
133 196 391 416
1227 1486 3768 2391
33 31 95 28
394 539 1303 938
35 20 106 59
183 269 595 471
29 24 48 25
1199 2083 4925 4085
62 44 52 20
1414 1950 3976 2697
261 255 762 623
924 1320 3033 2567
308 289 732 247
21 10 37 26
471 674 1112 651
54 65 61 24
1102 1980 4149 3430
1572 1941 4211 2135
68 59 170 105
85 33 136 39
9 10 24 16
1755 2528 5649 4375
708 1049 2184 2019
29 21 14 13
260 335 919 667
243 328 866 702
661 894 2274 1282
623 913 1803 1596
77 72 25 13
1383 1747 3938 1773
1145 1835 3721 2547
208 207 726 211
362 459 1175 903
255 196 687 265
277 176 618 238
59 30 97 40
1213 1493 3348 2336
807 1406 3346 2586
20 21 28 10
317 554 1055 955
73 87 273 184
456 784 1848 1399
197 250 663 596
756 1088 2633 2026
320 522 939 622
1717 2607 5513 3729
689 762 2047 1330
25 18 78 37
39 51 141 71
659 943 2331 1093
862 1230 2507 1779
16 24 76 35
1633 2119 4480 2876
235 323 743 586
634 907 2163 1663
1237 2017 4990 3938
788 993 2422 1144
704 926 2019 1569
498 500 1220 628
263 154 332 128
2221 3242 5717 4445
67 54 32 19
801 905 1879 1092
295 366 894 629
192 175 653 219
1616 2207 4213 3298
366 515 1025 835
11 14 32 7
593 742 1789 1393
83 56 156 30
2737 4994 9378 7388
917 1401 3177 2315
24 19 66 27
423 581 1289 674
483 706 1691 1347
768 1138 2469 1917
109 102 351 161
72 56 38 16
887 1085 2718 1078
1628 2748 6233 5034
54 35 26 21
230 195 589 179
1964 2799 6042 4263
21 18 62 33
883 929 2459 1267
44 42 91 58
1571 2110 4721 2966
806 895 2009 1328
1228 1809 3926 3156
22 35 63 45
36 40 105 35
1029 1286 2999 1894
55 47 35 18
48 36 81 34
225 265 731 417
293 365 930 664
2254 3934 8797 6712
550 746 2248 1275
619 800 1864 1418
380 422 1206 588
820 1130 2382 1607
801 1173 2814 2069
1009 1484 3437 2556
411 654 1557 897
780 1125 2486 1812
98 87 286 192
24 47 152 57
29 37 136 161
873 1177 2513 1395
873 1031 2300 1306
516 582 1262 772
38 39 23 18
823 1218 2767 2121
28 18 94 23
31 34 75 39
425 494 1234 928
978 1534 3482 2735
9 17 44 34
40 27 81 29
872 1326 2787 2201
400 611 1434 980
1431 2018 4137 2714
1396 2292 5477 4297
63 114 279 178
546 877 2088 1665
53 46 119 85
339 500 1125 897
995 1583 3704 2940
19 28 105 48
644 1110 2503 1904
53 32 84 50
566 757 1676 1274
1113 1453 2909 2266
257 309 770 549
347 621 1399 1165
653 840 2075 1104
47 46 156 130
1555 1964 4006 2837
16 16 38 30
151 219 652 583
496 554 1416 685
882 1095 2567 1278
531 876 1948 1486
53 74 167 118
179 190 431 188
425 511 1403 959
162 212 610 166
402 699 1425 756
40 17 41 23
544 754 1761 1190
33 29 136 27
16 36 73 46
159 191 328 249
595 1020 2316 1524
677 937 2220 1348
550 905 1983 1361
684 1190 2540 2075
538 1040 2058 1655
221 232 621 436
39 26 11 7
463 508 1143 634
189 327 760 639
23 14 51 9
167 254 537 390
339 455 1085 590
429 662 1393 1016
903 1367 3120 2157
330 588 1480 1154
368 573 1392 722
591 828 1858 1126
434 501 1352 877
493 726 1525 1058
26 25 95 34
188 166 366 222
109 185 339 252
75 103 227 151
462 725 1869 1734
9 11 38 39
33 42 146 72
651 1073 2341 1944
12 13 39 21
286 407 993 656
771 867 1918 1129
43 65 192 165
273 415 1143 893
52 42 22 7
757 1186 2737 1813
326 524 1444 989
444 799 1726 1241
44 47 127 77
394 432 881 354
578 964 2170 1157
640 917 2201 1738
638 1058 2093 1986
56 29 84 41
694 1244 2679 2136
697 1116 2574 1960
962 1399 2771 2182
1148 1405 2886 1680
113 96 313 208
29 43 81 20
22 22 28 31
1297 2150 4104 3296
409 632 1523 1064
98 105 422 407
373 751 1693 1355
877 1399 3136 2087
397 605 1386 1118
693 1088 2512 2002
608 907 2299 1301
770 1329 2997 2240
747 1147 2564 1747
91 109 305 234
744 1091 2150 1635
9 22 30 24
504 914 2004 1533
158 227 675 396
595 798 1886 1205
507 803 2027 1677
1440 2268 5057 3941
38 46 126 45
710 1164 2748 2222
17 18 77 57
439 700 1766 1385
23 26 82 21
432 736 1893 1541
29 48 154 45
535 911 1892 1571
163 269 557 399
51 17 74 13
206 302 757 558
94 136 411 296
33 19 30 7
117 133 370 225
17 21 63 40
13 7 35 22
1109 1691 3645 3163
707 1195 2665 2137
46 39 17 10
491 853 1768 1600
63 74 236 187
137 130 364 148
962 1393 2955 2403
472 799 1586 1276
18 23 45 46
96 145 306 241
152 238 485 453
102 73 169 100
14 21 22 15
48 46 92 37
394 692 1423 1237
353 494 1063 796
457 583 1204 971
324 343 1081 810
20 7 39 15
12 32 93 61
304 239 1063 293
1994 1946 3730 1815
923 1066 2266 1456
168 184 115 62
97 121 73 33
4151 5682 11193 6422
54 38 12 4
1159 1339 3296 1891
1393 1419 2807 1098
260 237 288 119
386 445 698 307
53 61 36 24
2215 2869 5958 3091
179 187 357 234
706 910 2142 1015
335 440 699 606
525 643 846 710
1368 2108 3402 1916
41 33 82 54
1788 1971 3871 1774
91 99 55 50
89 58 182 109
59 62 178 55
118 88 198 110
1441 1648 3579 1843
67 60 40 22
746 940 1863 1243
1559 1735 3251 2013
1841 2357 4425 3214
250 218 106 83
129 156 88 54
2003 2526 4630 2876
79 75 153 86
81 56 107 39
1684 2050 4343 2310
246 158 583 200
1133 1388 3296 1990
31 25 52 30
663 940 2025 1368
172 180 184 140
92 88 172 83
1483 2276 4520 3683
517 577 856 508
132 119 76 44
2866 3643 7054 3839
73 66 33 21
667 759 1309 885
2298 3353 6329 4373
265 306 187 136
1030 947 1782 1086
1379 1604 2809 1800
269 336 172 146
4998 6246 10017 6537
62 40 25 23
25 12 38 8
62 56 157 68
59 65 196 66
5825 8046 14244 8885
169 300 599 504
687 783 2208 838
2720 3441 6122 4480
560 651 1606 959
13 6 21 23
223 220 571 414
254 321 613 383
835 1054 1910 1472
93 65 61 27
2339 3329 5923 4431
150 181 119 70
8026 10201 19732 13059
7629 9763 17618 11304
807 1002 1835 1329
699 705 494 285
1876 2745 5143 3000
102 58 65 63
273 240 578 366
127 114 106 72
90 87 137 62
58 64 135 102
38 32 23 11
855 1073 2064 1530
1018 1054 2249 1065
88 72 190 74
115 144 326 325
8 22 40 39
19 18 33 11
4 11 20 17
807 1419 2519 1650
10 16 22 20
60 97 289 189
20 14 58 32
62 74 134 107
412 664 1421 1055
20 15 31 20
1164 1429 3124 2033
1483 1649 3834 1633
244 344 835 787
2580 3927 7880 5924
1511 1969 3955 3418
858 1180 2792 2341
415 418 982 601
499 661 1818 1038
1448 2476 5563 4042
903 1063 2552 1457
52 27 229 46
479 600 1068 923
482 602 1390 1108
314 422 1139 843
91 33 88 36
882 1130 2466 1643
728 918 2199 1463
55 36 64 22
1108 1534 3364 2899
62 41 61 18
943 1200 2590 1904
186 176 88 86
1950 3542 7477 6591
90 87 50 20
1804 2185 4715 2476
1119 1309 2927 1959
1689 1741 3869 1851
100 101 75 36
1550 1661 3428 1846
42 36 35 25
1756 2424 4576 2833
377 564 1454 1255
797 1063 2072 1541
148 144 134 78
892 1061 2606 1581
813 1101 2450 1589
18 22 42 37
341 448 1039 808
131 181 515 374
72 93 119 63
832 1004 1993 1171
533 652 1583 1025
669 632 1422 772
41 56 52 13
101 80 282 115
1748 2221 4921 3280
65 40 32 15
106 107 68 23
2719 3385 6715 3975
1274 1829 3924 2824
1611 2539 6018 4307
26 41 105 30
32 37 64 38
40 59 154 151
43 33 70 38
13 15 46 23
76 68 255 64
845 1250 2642 2125
61 45 41 22
2786 3434 7234 3884
726 701 1539 691
45 40 23 14
2300 2889 5414 2807
82 66 32 15
1145 1106 2414 1362
20 11 69 24
71 72 181 162
9985 14160 28106 19083
40 29 14 8
30 27 16 7
1584 2055 3758 2914
1951 2588 5156 4077
2590 2697 5442 2640
2339 3274 5948 4303
30 19 8 8
458 438 772 412
645 658 1445 855
1331 2060 4130 3082
1089 1181 2886 1743
482 499 1391 883
1386 1901 4372 3464
196 271 613 417
1258 1764 3703 2729
1152 1991 4015 3048
91 95 68 39
173 224 415 146
837 1233 2414 2035
115 177 476 418
940 1218 2915 2031
96 94 54 28
1754 3075 6174 5046
1023 1291 3444 2288
136 172 408 338
1653 2507 5156 3658
2667 3225 6312 4333
1009 1400 3194 2622
1055 1240 3022 1795
1531 2466 5361 3878
2088 3313 7234 5956
1258 1541 3147 2343
68 71 168 123
39 60 141 73
936 1216 2831 1956
828 1016 2332 2118
898 1108 2704 1934
30 16 20 7
847 1041 2817 1923
1608 2568 6247 5123
310 313 771 387
144 148 83 52
1600 2616 5757 4497
200 157 82 61
907 1005 2019 1296
1321 1672 3781 2688
114 60 38 23
1955 2759 5268 3779
1195 1347 2821 1372
1013 1583 3335 2689
1080 1773 4066 2911
1452 2411 5158 3795
169 269 578 413
5 17 45 8
902 1454 3194 2509
8 12 21 29
1661 2262 4369 2951
1588 2366 4869 3591
316 400 1040 663
992 1202 2808 1595
2134 2196 4254 1901
2948 4480 9206 6408
219 234 600 508
1463 1735 4623 2832
177 228 511 433
1921 3051 6457 4579
96 102 51 32
635 1057 2345 1976
69 56 34 12
1453 1831 4171 2796
111 168 441 389
38 34 75 70
220 280 833 680
21 16 45 25
62 47 207 61
1147 1320 3153 1657
562 671 1717 1105
1230 1767 3724 2983
37 31 15 14
113 103 233 150
190 210 531 181
97 140 376 284
53 46 128 58
45 44 20 29
1759 2397 4541 3329
60 19 52 17
3697 5778 12650 9582
1398 1834 4152 2338
22 27 50 28
2106 2689 5338 3956
1466 2241 5142 3932
42 22 57 22
171 74 243 65
89 52 149 83
1782 2674 5277 4057
135 119 337 224
1385 1446 3199 1604
47 47 112 77
29 33 86 64
2216 3494 7027 4967
427 418 1134 531
65 46 35 39
1030 1338 3026 2105
47 31 13 10
84 75 148 68
92 56 146 58
1285 1907 3956 3218
136 127 285 172
774 853 2034 1406
1769 2225 4608 2571
681 923 1996 1366
2261 3138 6701 5224
553 615 1409 786
52 52 149 118
70 73 37 17
1607 2538 4636 3800
388 528 1175 861
886 1105 2673 1665
121 79 68 23
1091 1629 2566 1928
53 68 22 18
831 944 2091 930
115 60 92 33
1745 2556 5401 4228
52 26 57 17
1769 3000 7062 5682
48 22 96 52
1606 2572 5857 4817
39 24 88 20
37 18 58 22
1090 1281 3020 2349
2136 2733 5536 2587
136 152 396 317
1050 1659 3733 3107
1102 1373 2674 2276
606 707 1804 1248
286 278 691 391
1363 1855 3855 3073
76 57 21 19
1254 1657 3569 1949
11 21 53 23
120 95 63 35
2293 2936 5907 2776
83 69 236 141
107 102 270 161
3876 5844 11189 6526
51 34 28 11
240 226 462 366
31 39 42 23
2093 3733 7351 5785
161 151 109 71
69 59 45 18
2063 3385 7202 5530
27 20 13 11
344 463 1072 870
416 573 1082 842
77 59 109 36
49 25 19 8
2609 2987 6292 3671
356 466 1132 763
37 43 127 121
16 26 52 36
1162 1587 3377 2234
37 20 74 85
1781 2172 5396 2883
179 270 688 557
319 414 850 575
892 1028 2734 1194
381 335 952 338
24 18 95 60
109 94 68 34
849 836 2675 1052
136 129 74 50
1153 1884 3533 2900
2296 3290 6470 4690
1474 2669 5648 5087
1634 2971 6286 4941
138 137 316 154
205 278 719 496
717 1115 2425 1643
994 1312 2712 1681
36 33 25 7
588 734 1387 1030
1407 1497 2972 1700
1159 1532 3244 2431
174 188 453 394
29 27 71 65
1826 2781 5730 4842
