"jc2656" "jc2657" "jc2658" "jc2659"
702 1128 2324 1402
705 856 1788 927
122 165 331 260
41 31 24 11
41 70 28 9
74 74 55 34
1377 1698 3427 2098
1474 1988 3755 2386
535 623 1497 754
107 125 221 120
564 664 1218 873
1260 1571 2619 2036
46 31 29 21
314 363 640 596
513 650 1113 931
90 109 67 36
1830 2304 4547 2705
1426 1721 2863 1336
789 910 1457 809
96 132 86 44
1048 1505 2545 1988
7 10 18 14
45 61 114 100
134 128 320 263
2040 3073 5872 4110
42 40 24 16
741 804 1723 853
19 16 12 14
144 127 144 117
24 23 18 4
792 1337 2083 1856
273 385 720 295
52 51 35 13
1000 1439 3141 1295
50 37 27 18
26 34 48 40
154 175 373 181
7 11 17 9
9 12 23 21
1144 1660 3782 2432
1124 1702 3338 2106
55 53 157 152
675 1005 1772 1560
44 46 160 123
1001 1342 2971 2106
11 17 34 30
5827 8726 15930 11753
462 541 1063 777
126 128 160 149
336 467 1116 899
27 27 8 2
34 26 92 95
162 119 367 152
82 95 151 108
1106 1520 2741 1736
85 66 53 28
611 746 1688 1232
807 1027 1820 1285
45 34 22 17
1079 1300 2406 1144
1276 1729 3431 2055
758 973 1679 1225
432 570 795 699
37 36 64 30
144 173 353 267
1106 1363 2697 1621
97 96 233 164
225 255 562 290
171 135 401 118
396 444 953 491
149 163 470 221
420 437 1111 512
75 52 34 20
54 31 18 15
682 829 1891 988
562 650 1490 915
75 51 32 35
394 416 1097 594
40 47 28 15
442 394 1061 431
874 1156 2361 1317
98 85 62 26
77 72 45 14
777 834 1702 1040
38 25 15 13
593 722 1833 1063
397 457 1215 425
690 729 1537 814
231 171 535 212
315 403 1094 748
213 256 686 261
48 41 156 60
281 312 1091 464
704 928 1762 1124
360 503 987 748
37 35 22 16
50 39 72 30
54 42 52 51
935 1167 2061 1456
48 33 25 6
63 38 43 12
355 442 714 594
1854 2883 5579 4052
1098 1639 3506 2734
33 31 13 14
81 83 149 114
62 49 48 31
1252 1809 4034 2557
164 178 417 344
541 733 1290 978
3185 4557 8385 5846
54 47 40 22
63 66 53 15
108 95 76 89
1650 2297 4846 3522
618 985 1566 1171
38 22 21 11
58 67 193 214
456 533 1025 803
7 25 7 20
53 75 39 34
1983 3177 6074 4441
247 263 434 269
232 339 392 336
1109 1183 1979 1321
1053 1270 1767 1248
154 143 258 86
2636 4076 7313 5499
211 234 395 229
334 352 982 370
18 35 31 27
28 27 12 11
571 536 1206 663
166 206 305 225
1763 2336 4620 2857
30 36 20 9
524 510 880 454
874 1037 1905 1363
115 130 77 55
1305 2064 4014 3269
1074 1700 2749 2098
47 55 24 31
786 1018 2158 1415
845 1033 2278 1641
757 1100 2278 1491
31 40 72 25
58 57 67 65
496 574 1288 731
98 126 242 246
56 44 92 50
549 865 1909 1390
66 60 175 110
9 19 70 10
34 16 4 5
1330 1922 3864 2661
12 19 24 4
69 55 81 52
177 234 401 360
117 109 157 109
1871 2529 4249 3193
1527 2671 5260 4279
62 35 28 10
2102 3753 7407 5430
63 41 27 13
62 60 36 26
123 126 112 75
2547 3445 6577 4475
52 35 31 12
116 109 142 132
168 126 249 129
66 106 56 57
558 906 2062 1766
54 49 32 21
50 43 25 19
2158 3230 5842 3847
1173 1480 2619 1721
31 19 6 4
1403 2005 4442 3494
209 219 749 384
541 473 882 436
703 1064 2042 1718
27 28 76 42
646 773 1780 950
326 613 976 909
176 174 486 250
1394 1976 4333 3519
32 24 47 58
1675 2540 5119 4021
38 26 49 15
41 65 112 114
113 142 316 241
415 498 874 565
1159 1600 3147 2434
70 77 211 115
216 194 440 249
798 1206 2684 1746
453 508 1353 620
237 176 449 177
66 57 148 39
327 413 709 416
96 133 182 140
280 297 610 388
372 343 710 505
132 183 351 255
1430 2049 3794 3308
34 41 26 48
880 1120 2433 1613
816 1103 2002 1408
62 59 51 26
480 545 1005 801
129 116 162 133
245 272 749 503
203 279 540 396
2566 3583 7058 4179
262 280 448 381
792 829 1435 1241
29 22 34 36
134 146 219 208
50 44 20 15
698 884 1678 1097
78 69 104 44
431 559 1149 852
60 59 101 96
1291 1651 3343 2366
526 696 1340 983
35 40 98 77
1490 1842 3649 2523
1566 2057 3934 2495
16 27 22 41
101 132 222 222
28 47 68 72
1146 1490 3069 2001
40 61 27 17
113 104 70 32
1713 2372 4364 3328
94 101 68 47
1835 2532 4887 3860
53 72 161 70
1178 1679 2631 2188
54 64 39 15
1457 1855 3618 2210
63 62 129 100
2642 3253 6804 3295
104 146 312 237
2135 2990 6017 3853
1176 1541 3090 1879
3115 4724 8997 6401
718 906 1918 1127
77 72 73 74
1886 2414 4688 3575
111 126 95 62
1019 1595 2905 2116
2242 3081 5908 3946
10 15 24 34
816 1010 2457 1914
39 37 88 46
870 1178 2513 1625
209 301 865 374
230 250 663 469
494 657 1287 970
129 106 179 136
31 33 19 18
698 900 1338 965
51 72 160 81
697 835 1840 1177
528 610 1285 803
334 383 600 419
113 104 342 279
440 482 1275 966
60 74 187 153
137 187 424 395
453 600 1298 898
627 783 1743 1438
12 15 22 20
31 20 25 26
997 1471 2975 1841
41 43 100 71
50 43 77 79
45 49 121 116
419 559 1191 655
322 324 617 430
1028 1264 2712 1820
107 119 409 259
115 149 414 229
1403 2321 4191 3320
21 24 14 14
201 224 513 405
73 89 313 123
654 829 1849 961
597 830 2113 839
363 382 960 398
372 512 1142 571
347 459 929 440
737 1079 2156 1234
734 1029 2305 1218
584 817 1683 1041
831 1124 2442 1670
723 1045 2439 1864
58 44 67 26
529 687 1456 767
492 767 1640 1240
70 82 283 122
206 225 596 287
878 1095 2230 1498
368 453 1140 555
268 350 849 588
424 511 1080 695
423 589 1364 924
415 564 1245 834
509 696 1448 1112
18 27 25 18
279 368 885 647
452 666 1248 809
372 330 896 590
333 395 864 566
521 627 1291 776
116 114 72 19
454 553 1294 685
48 62 116 64
124 150 322 181
720 1029 2214 1427
122 120 360 207
175 190 396 300
220 323 803 502
533 760 1726 1251
376 542 1133 789
539 770 1693 1185
546 722 1530 1074
466 571 1160 721
32 32 55 19
498 658 1768 853
546 814 1999 1594
297 321 998 720
980 1806 3312 2459
274 338 498 337
60 57 59 43
275 293 719 585
31 55 102 83
46 96 152 116
2250 3332 6335 4207
83 112 66 68
2106 3441 6871 4927
278 362 670 485
65 102 53 39
2685 3658 6281 4827
2238 3254 6666 4514
133 175 357 291
28 27 56 28
461 538 1313 1057
298 321 610 491
989 1683 3204 2342
409 551 746 570
271 294 686 421
70 80 116 77
30 29 15 6
249 265 651 354
96 126 53 88
1409 2336 4550 3899
686 878 1807 1279
108 125 158 105
29 13 9 2
650 935 1423 1245
38 31 72 48
37 40 56 72
35 53 30 45
1931 2838 5286 3189
1029 1639 3008 2369
59 51 43 35
673 699 1688 1221
410 472 737 382
316 450 975 913
24 18 41 43
43 31 73 81
30 20 47 35
39 40 15 3
749 1195 2212 1596
98 125 80 57
1423 2038 3865 2665
43 59 34 46
177 187 308 159
3922 6104 11564 7839
632 905 2160 1857
62 43 110 39
673 1014 2099 1448
450 611 1086 550
387 507 1296 572
76 88 269 183
80 110 246 225
87 120 249 109
151 199 433 240
189 294 679 449
582 705 1985 1172
943 1220 2653 1636
43 25 24 14
552 764 1556 1127
1250 1892 3874 2172
598 815 1897 1209
12 16 16 7
582 960 2059 1569
66 39 29 12
65 60 33 21
629 738 1706 1034
208 235 533 265
32 26 17 16
281 353 792 599
95 159 284 220
403 626 1698 1322
707 1039 2127 1563
49 56 32 24
321 479 1179 862
427 692 1572 1215
638 1016 2149 1618
395 636 1419 1000
121 131 322 255
650 1068 2270 1321
69 67 143 112
444 657 1622 1017
384 504 1166 797
1360 1718 3526 2311
505 730 1602 887
11 20 28 17
384 557 1324 738
395 550 1108 852
659 1116 2362 1706
987 1476 3000 2227
90 144 254 252
486 792 1588 1203
668 979 2501 1941
450 579 1338 1013
716 1025 2193 1438
27 42 37 7
855 1071 2340 1683
616 736 1858 1059
77 48 33 19
103 87 86 42
767 961 2001 1179
1363 1553 2481 1809
78 91 52 20
2441 3339 6137 3469
1151 1844 4195 2946
68 109 52 21
37 41 30 6
53 84 66 25
1962 2989 6119 4703
98 127 65 48
52 43 24 11
282 292 559 358
69 72 63 46
1254 1608 2690 1874
4181 6414 12087 8039
47 66 49 24
54 68 207 131
46 59 205 121
132 200 402 377
49 39 29 14
1335 2083 4612 3698
1331 1819 4041 2711
27 25 89 15
18 14 34 28
67 82 212 116
32 22 95 23
740 813 2022 1216
87 69 60 34
213 284 478 230
23 19 58 37
143 251 419 336
6 8 51 22
58 43 160 40
815 1331 2334 1794
8 15 31 24
19 25 101 40
45 31 109 57
88 73 193 92
1031 1493 3534 2649
772 1076 2722 2025
1368 2053 3937 2964
1397 1885 3871 2281
56 51 115 41
8 23 64 14
435 718 1368 1202
31 41 26 10
543 551 1805 1298
46 30 117 28
189 312 737 626
11 22 32 33
43 42 33 20
2292 3181 7175 4509
697 1092 2333 1613
1053 1743 3715 3374
29 21 39 11
1159 1878 3829 3180
36 19 14 4
140 98 85 49
1806 2864 5818 4040
1069 1428 3407 2543
1370 1577 3281 2211
42 37 17 20
1074 1581 3525 2170
60 58 25 22
694 865 1964 1250
1034 1694 3398 2583
285 324 612 502
68 32 66 50
4 19 22 59
1614 2360 5294 4066
57 35 15 15
95 90 48 49
929 1514 3509 2769
46 50 128 139
372 528 1205 1091
91 89 37 19
1343 2165 4912 3211
140 218 466 378
1071 1521 3174 2470
167 218 538 433
55 42 200 118
70 62 137 112
280 299 897 724
19 23 10 11
1605 2726 6043 4800
1348 1575 2591 1736
861 1094 2146 1819
26 38 41 23
33 39 22 14
1460 1776 3368 1403
129 87 54 42
227 223 227 96
20 15 70 53
124 175 529 442
449 759 1390 933
29 8 49 33
34 36 112 52
489 590 1720 1092
817 1151 2560 1264
552 673 1609 1090
277 442 871 637
19 30 90 74
27 46 134 26
85 129 256 190
26 16 106 27
27 46 108 70
1267 1921 4022 2959
17 24 39 10
690 1150 2451 1769
710 1142 3031 2393
25 18 64 51
499 591 1459 902
220 168 498 229
7 6 30 17
40 60 112 87
1285 1664 4196 2151
713 932 2248 1522
266 347 820 587
1487 1755 3777 1725
118 66 71 24
38 43 46 29
1540 2540 5330 4709
1190 1561 3118 2223
1431 2361 5300 3792
801 1033 2255 1568
34 60 74 100
667 898 2338 1424
384 585 1086 834
2676 3771 7016 5739
438 550 1286 874
1643 2132 4119 2274
697 1032 2490 2012
1133 1794 4145 3390
1025 1769 3734 3171
1042 1366 2729 1774
99 95 199 98
37 42 30 36
835 1441 2576 2115
130 107 70 59
1046 1279 2844 1756
741 958 2051 1728
43 21 32 14
173 189 480 361
52 36 42 28
130 200 129 99
1063 1872 3547 2732
41 46 84 33
21 13 34 20
839 1307 3083 2725
1477 2022 4715 3377
758 1002 1969 1645
26 36 39 18
36 30 40 18
29 31 15 11
1937 2638 5391 3470
37 34 16 4
140 125 176 184
42 71 154 94
1949 2748 5621 3483
34 28 16 15
74 58 24 18
1320 1641 3311 1935
36 51 90 79
93 97 281 217
54 71 169 143
690 925 2212 1677
59 58 27 14
761 1091 2223 1591
332 509 1073 972
51 39 32 16
518 795 1584 1106
5288 7770 13933 9701
709 954 1736 1377
1202 1829 3461 2857
1926 2406 4998 2990
71 50 38 22
17 26 16 20
522 610 1066 990
11 10 24 11
979 1224 2848 1352
83 104 73 30
1432 1924 4062 2282
1904 2827 5777 4085
1376 2067 4216 3494
1340 1874 3124 2273
146 200 266 192
244 209 526 144
55 90 161 197
315 370 886 363
1285 1510 3288 1975
25 22 18 6
1588 2258 4614 2852
42 24 15 6
61 71 208 153
39 31 101 40
825 1074 2185 1197
935 1270 3139 1578
59 44 67 14
2300 3674 7723 5443
142 142 310 106
1331 1866 4505 3254
58 35 22 11
102 114 269 166
1443 1870 3658 2186
1460 2219 5236 3807
24 31 52 12
846 1475 2976 2520
686 1044 2647 2096
11 1 31 3
252 372 660 596
202 312 821 672
1055 1869 3846 2883
756 758 1616 820
1005 1262 2421 1641
878 952 2190 1107
40 38 20 12
1126 1612 3749 2970
1540 2283 5252 4332
645 787 1978 972
1135 1936 3942 3284
258 284 741 260
910 1145 2968 1919
71 64 200 102
977 1523 3427 2591
540 669 1454 918
1083 1514 3335 2338
817 1039 2594 1517
845 726 1670 942
66 36 28 11
582 698 1666 1219
36 20 5 4
1516 2034 4338 2560
418 545 1090 747
189 295 636 533
39 53 114 35
309 524 1020 832
507 741 1664 1370
1515 2177 3783 2679
75 45 54 23
903 1457 3304 2681
21 11 69 48
127 73 181 111
1360 2050 4137 3378
82 74 234 76
43 31 17 5
1499 2083 4711 2802
528 584 1222 515
50 37 33 31
859 1170 2772 1501
1851 2628 5242 3309
1626 2325 4952 3494
565 629 1573 1178
31 39 88 71
165 144 339 218
191 244 795 486
109 145 330 250
46 45 103 83
773 1198 2711 1947
1190 1614 3794 2363
411 557 1290 1097
512 810 1560 1021
404 550 1271 940
11 10 25 16
26 24 42 46
1522 2358 5343 4331
718 783 2002 752
403 632 1487 1259
28 15 32 26
120 130 411 234
298 304 831 283
1380 2084 4811 3659
1216 1525 3443 2366
1482 2201 4445 2531
157 181 461 388
12 26 71 43
52 36 46 54
384 521 1133 955
141 207 436 426
593 694 1671 816
2092 3433 7044 5015
415 490 1202 934
132 96 321 105
1170 1848 3184 2003
1193 1561 3730 2760
867 1368 2925 2005
1382 1981 4288 2711
83 70 45 21
1417 1945 3726 2578
1485 2114 5014 3330
29 33 19 9
121 102 268 171
111 119 232 77
28 21 16 13
40 21 10 11
1147 1630 3302 3100
1148 1657 3377 2307
34 23 12 7
158 173 424 341
107 128 330 273
97 98 58 22
1025 1740 3557 2598
1288 2173 4522 3311
265 321 901 470
1200 1893 4258 3637
1068 1255 3044 1845
423 665 1203 921
691 873 1756 1144
36 26 16 18
1747 2638 5716 3192
1322 1908 3860 2850
228 329 745 601
210 248 642 356
820 1239 2535 1875
898 1139 2520 1518
595 793 1824 1268
1648 2724 6089 4511
2266 2847 5947 3536
701 746 1903 935
358 363 915 506
373 504 1181 958
47 49 128 65
1037 1317 2920 1570
2228 3115 7076 3636
721 975 2186 1429
12 4 24 12
40 72 215 113
145 241 547 488
1320 2441 4993 4033
38 42 161 88
464 550 1314 1031
457 578 1380 861
8 15 35 24
363 380 827 506
33 34 131 81
406 473 982 805
19 22 70 63
20 25 60 43
740 1123 2418 1606
1324 1675 3282 2566
105 91 208 84
34 33 9 20
1541 1929 3871 2086
25 21 3 11
25 13 9 5
692 1069 2314 2049
201 157 354 167
800 1101 2329 1589
1035 1546 3092 2246
33 24 17 8
1840 2685 5446 3451
203 175 532 325
452 475 1082 551
54 26 43 26
1110 1396 2781 1541
1427 1835 3557 1906
535 687 1519 896
32 17 90 35
15 37 44 14
1551 2712 5211 4138
61 70 171 135
321 397 1013 747
679 1032 1999 1292
1089 1554 2903 2206
65 61 45 35
13 14 16 9
1380 1948 4578 2224
1408 1978 4213 2923
20 18 6 2
560 676 1330 1074
626 1019 2261 2080
45 32 111 46
692 1297 2585 1955
1438 1867 4477 3232
163 161 426 297
63 50 93 26
644 1072 2087 1566
410 449 1098 811
34 39 110 96
60 60 116 104
33 37 115 86
45 26 100 22
425 609 1307 1060
57 77 36 36
1002 1454 3275 2634
1342 1966 3882 2613
1590 2234 4372 2944
33 15 25 4
2250 3915 8583 7103
17 11 20 6
28 19 58 16
66 39 142 60
136 109 322 118
2085 2823 5612 3364
408 481 1119 636
581 980 2090 1576
762 947 2092 873
1259 1867 4265 2618
1571 2386 5185 3201
619 916 2130 1541
97 184 387 379
358 602 1175 907
35 42 156 120
897 1199 2507 1978
31 23 17 7
495 512 1388 886
1472 2079 4082 2668
48 19 22 10
969 1357 3074 2365
1331 1859 4362 3383
866 989 1934 934
1456 2117 3908 3271
1645 2188 4383 2481
86 91 38 27
38 30 26 9
544 598 1277 779
152 124 111 46
599 592 966 498
406 453 1194 588
151 131 87 57
2020 2323 4375 2770
134 132 86 54
23 34 19 4
44 30 23 10
2117 2871 5247 3724
522 669 1475 905
206 229 529 396
659 918 2101 1744
30 19 79 28
1262 1870 3641 2581
68 34 21 14
19 13 30 4
865 1125 2331 1329
1295 1530 3216 1735
27 13 35 14
658 1001 2212 1756
512 620 1429 936
33 27 11 16
1012 1450 3075 2418
31 32 104 80
107 144 435 313
14 10 21 18
581 684 1486 1121
629 813 2101 1574
54 40 105 44
482 730 1729 1319
93 97 230 198
117 114 57 49
1074 1703 3630 2978
853 1191 2414 1915
57 30 24 11
209 242 429 338
75 74 88 65
825 1217 2287 1955
2041 2737 5879 3278
508 678 1502 1312
1006 1316 2356 1840
840 1187 2783 1583
921 919 2247 907
757 1027 2103 970
738 889 2326 1297
40 21 17 12
486 467 1226 662
55 49 31 29
1736 2442 4438 3245
132 120 119 40
191 240 273 186
87 61 49 22
209 225 595 368
68 45 80 57
39 32 18 9
590 692 1416 949
3220 4113 7392 5845
771 986 2057 1095
192 173 147 81
583 934 1931 1247
115 115 71 46
50 80 44 23
10260 14857 26382 18366
852 1197 2203 1572
297 433 976 866
131 196 523 389
777 1260 3227 2393
1035 1284 2222 1035
59 70 171 134
245 240 763 433
45 41 96 45
551 682 1761 1395
262 366 795 558
19 8 61 20
18 23 76 54
3 9 27 17
24 30 103 65
72 73 271 90
19 14 51 14
938 1199 2956 2052
50 53 166 75
119 101 268 58
68 92 201 126
1317 2260 4660 3574
119 173 254 141
1526 2491 4843 3934
390 655 1276 1040
35 35 26 7
20 24 22 20
103 118 64 40
1833 2218 4153 2345
964 1156 2107 923
42 23 41 15
22 9 20 13
507 450 687 509
2081 2966 6532 4083
1430 1836 2799 1498
5056 6976 11831 7767
288 338 592 497
1189 1799 3621 2562
1353 1556 3611 1491
1594 1733 4001 2138
26 19 9 8
362 584 946 774
919 1543 2971 1928
678 962 2276 1291
1460 2056 3727 2894
424 759 2071 1791
452 611 1296 889
46 55 36 29
347 731 1912 1733
114 180 459 432
90 45 54 65
22 15 15 17
86 39 36 38
46 23 20 23
332 485 1105 755
1092 1573 3367 2307
308 426 812 654
123 177 339 280
301 472 857 694
57 62 214 131
1317 1922 4596 3381
45 27 66 14
1090 1459 3186 1951
97 145 279 233
115 197 445 427
19 24 59 36
22 18 60 66
29 27 70 41
106 157 250 231
907 1459 3192 2192
1877 2561 5145 3107
247 308 753 583
289 310 586 426
590 896 1664 1372
124 105 61 39
702 1234 2901 1890
840 1118 2810 2028
34 28 88 48
350 588 1175 835
280 244 423 279
337 438 794 716
46 42 18 11
490 687 1203 1162
1360 1685 3463 2472
52 44 30 32
1786 2638 5973 4454
67 67 47 15
31 31 10 18
934 1208 2732 1247
46 53 120 101
111 119 73 49
698 853 1697 1069
71 65 192 78
32 33 26 12
373 509 977 882
26 23 31 45
601 704 1327 746
475 687 1511 1036
101 73 53 34
1857 2245 4146 2146
990 1504 3088 2302
3100 4982 10021 8343
266 306 284 132
47 56 69 42
257 204 192 97
15 21 49 25
431 754 1706 1368
297 515 1092 760
2245 3471 6678 4840
41 44 47 17
931 1367 2962 2649
290 296 765 457
698 1009 2090 1493
64 61 35 23
1287 1796 4375 2933
1002 1654 3402 2726
196 180 456 252
469 707 1588 1219
2224 2661 5033 3411
25 24 15 10
95 105 57 28
1346 1543 2927 1388
1923 2582 5693 3826
906 1612 3700 2464
258 430 776 718
1083 1587 3416 2786
633 951 2073 1673
462 592 1355 962
703 1161 2017 1632
1149 1321 2986 1436
529 808 1824 1400
60 52 61 36
1229 1892 4164 3062
1427 1926 4520 3159
78 31 38 9
211 318 879 698
107 166 430 406
1058 1670 3181 2422
86 88 321 238
22 25 75 25
128 160 387 396
1163 1770 3779 2516
725 1007 2355 1592
10 15 64 25
23 27 83 57
228 310 664 555
732 961 2241 1174
528 884 1777 1385
2000 2546 4732 2494
295 445 972 863
816 1627 3164 2587
873 1555 3146 2602
60 46 115 79
21 17 42 17
826 1024 2359 1408
587 842 1866 1297
33 32 25 6
681 898 2161 1665
500 712 1807 1549
792 1340 2846 2357
39 50 123 129
763 772 1868 1092
928 1124 2332 1408
81 134 206 202
1755 2783 6003 4929
970 1478 3186 2489
210 265 589 540
1159 1727 3862 3058
58 33 33 7
285 369 713 560
794 910 1818 1256
661 935 2153 1643
65 61 158 44
124 164 327 351
1517 2298 4232 2970
54 56 32 14
1317 1615 4005 2368
684 769 1805 709
1097 1564 3602 3041
615 891 2031 1354
68 48 42 34
487 613 1656 1162
167 181 530 487
581 900 1747 1318
44 37 109 61
125 150 468 210
55 80 226 231
742 1188 2583 2395
102 120 382 314
254 436 825 584
37 56 155 86
1091 1587 3734 2488
51 58 44 36
1160 1918 4004 2796
121 184 330 273
31 42 107 66
602 866 2565 1686
1035 1735 3973 3324
686 877 2171 1492
24 16 74 33
240 266 789 357
18 12 45 29
28 13 52 32
359 603 1454 1144
1344 1750 3688 2497
102 110 292 246
167 227 640 532
722 910 2058 1280
832 1177 2528 1869
838 1254 2892 2442
100 85 241 92
366 503 1126 896
1018 1411 3115 2216
48 28 60 15
760 989 3390 2615
73 59 182 149
61 60 138 106
31 44 125 134
628 746 1439 921
2283 3467 7000 4665
66 66 28 31
1010 1347 2830 1586
161 157 62 55
1181 1636 4146 2229
21 26 84 47
16 27 104 61
64 79 186 135
28 38 91 102
28 30 92 52
112 92 246 188
308 463 952 923
43 25 76 19
1134 1670 3814 2684
97 78 38 34
802 1247 3218 2771
69 78 273 193
8 7 22 16
16 49 72 66
1355 1884 4178 2754
44 48 100 86
556 717 1622 1302
1148 1422 3193 1760
36 30 14 8
908 1088 2349 1315
932 1471 2431 1735
81 66 48 25
82 45 36 24
1242 1940 4419 3582
29 23 15 12
1065 1440 3317 1974
47 50 29 14
188 274 671 593
1434 2274 4207 3349
270 303 745 309
50 62 147 101
13 21 46 28
248 271 569 438
6 12 53 59
99 114 217 192
78 92 189 156
1448 2587 5310 3954
375 530 1389 758
99 78 181 118
69 52 64 27
2454 3459 6630 4356
737 991 1968 1523
261 293 750 429
185 229 476 356
31 60 150 157
285 397 1037 888
155 227 477 419
106 107 305 196
186 289 656 443
7 22 21 8
2518 3624 7196 6114
23 25 66 50
50 46 107 59
36 48 132 95
248 375 666 533
2063 3072 6117 4301
259 354 616 385
85 102 51 38
1058 1588 2839 1986
21 10 25 8
192 176 297 200
734 1020 2140 1702
198 220 528 280
151 220 472 440
354 354 1025 342
326 446 1136 938
243 271 688 455
530 669 1893 1395
170 206 570 368
1324 2307 5404 4531
99 193 340 340
1376 1786 3991 2534
44 40 28 19
883 867 1950 783
1367 1716 3463 2329
1239 1803 3802 3442
817 1170 2337 1806
675 987 2804 1944
516 746 1301 918
27 27 75 27
30 38 92 46
115 101 341 89
129 116 87 50
1108 1469 3099 1899
21 24 58 31
68 95 184 132
832 1336 2470 1485
43 41 202 109
141 115 175 78
42 52 184 144
530 815 1933 1378
40 53 108 43
10 20 74 58
962 1470 3056 2144
1513 1863 4159 2454
54 36 116 46
36 21 87 18
1464 2249 5177 3974
107 128 347 159
592 885 1896 1530
85 78 49 34
990 1390 3145 2493
6 11 35 16
916 1034 2563 1113
47 28 22 17
1266 1721 4405 2795
358 452 1180 833
425 505 1234 897
841 1131 2625 2117
698 1106 2610 1985
204 239 515 388
863 1018 2257 1303
672 1135 2732 2366
1822 2588 4972 3450
23 32 122 50
172 226 591 382
26 29 60 43
6 4 21 21
428 685 1471 1161
31 42 124 61
24 38 124 78
2614 4012 8323 5687
320 375 908 465
702 739 1624 1021
20 13 33 26
19 8 30 7
34 24 154 28
145 243 526 394
672 1048 2308 1564
1529 2447 5747 4368
63 70 115 72
36 23 24 6
1525 2441 5327 3797
560 612 1572 1180
16 10 80 31
708 867 1635 1043
121 88 38 29
1222 1605 3395 2743
281 416 1049 777
21 11 32 16
6 15 31 33
472 643 1562 1260
25 19 43 25
122 127 296 193
697 1008 2224 1792
989 1684 3814 3118
776 903 2253 1166
617 714 1522 1146
665 574 1443 792
156 174 464 334
206 213 594 170
106 133 332 372
1030 743 2393 1319
679 797 1762 1125
86 72 186 75
1237 1522 3428 2381
700 998 2177 1643
1106 1865 3856 3034
94 57 129 80
905 1332 3176 2328
57 63 37 22
265 332 928 585
54 94 235 145
196 323 736 646
929 1474 3040 2315
25 22 90 20
18 21 67 20
1083 1729 3903 2888
44 36 100 36
420 489 1349 589
11 6 31 34
77 58 173 139
132 96 224 131
379 477 1287 753
264 241 889 233
1333 1672 3237 1842
557 727 1802 1134
47 45 15 17
93 70 150 49
33 26 25 5
603 1083 2167 1718
98 136 254 186
29 13 48 24
868 941 2249 1590
1522 2109 4271 3385
206 207 483 352
598 792 1814 1217
241 355 607 409
1469 2148 4497 3235
35 46 23 12
239 277 748 584
1516 2535 5343 4160
765 854 2172 1429
289 341 704 536
748 1047 2332 1482
485 657 1566 914
840 925 2361 1296
283 323 818 419
2289 3200 5739 4267
120 158 386 285
308 526 1245 934
810 1181 2898 2167
281 500 1086 886
870 1145 2613 2009
362 577 1328 892
15 22 47 20
103 122 425 196
53 19 86 32
27 24 21 10
1447 1960 4254 3274
850 930 2000 1340
34 47 46 34
224 285 623 533
1063 1155 2557 1353
368 521 1273 902
113 204 389 277
649 973 2372 1823
2060 2760 5655 3780
675 936 2108 1158
38 57 25 23
107 149 327 220
153 129 273 178
407 456 1002 663
63 74 152 121
325 450 1078 1036
119 123 254 179
158 198 379 299
226 302 747 472
721 942 1987 1369
176 194 524 185
370 519 1384 1200
7 7 19 14
1005 1203 2337 1393
1459 2358 4971 4151
558 851 2014 1116
66 54 42 15
377 498 1216 667
121 174 425 220
595 839 2193 1635
21 6 16 12
862 1679 3795 3060
257 245 659 410
764 1068 2490 1788
48 39 14 15
1197 1746 3943 2406
243 307 907 280
688 1081 2244 1894
75 156 311 285
514 847 1985 1226
737 1080 2391 1596
265 383 935 671
1280 1674 3037 2228
54 20 17 13
1142 1612 3563 2622
23 27 64 52
1209 1791 3598 2776
63 40 42 12
463 419 1334 421
56 59 28 12
898 1155 2767 1286
191 273 646 534
87 99 382 92
54 55 125 121
1263 1766 4475 2554
1167 1743 3759 2672
395 644 1550 1250
60 80 196 116
716 1180 2353 1823
156 195 343 263
34 18 66 28
1012 1249 2860 1396
668 763 1956 962
419 387 1050 482
373 343 1001 367
986 1192 2724 1981
16 18 52 43
505 549 1237 653
273 385 981 773
588 1063 2255 1712
573 737 1961 1316
946 1531 2984 2483
1188 1830 4057 3283
1884 1569 4241 2105
141 171 511 277
823 1327 3355 2402
724 1008 2080 1462
47 44 158 63
935 1562 3539 2920
414 628 1718 1128
882 1511 3460 2711
37 29 90 54
849 1367 2864 2380
325 346 1017 454
516 457 1240 536
32 29 15 7
35 29 18 10
1175 1618 3323 2437
55 55 105 40
700 1175 2296 1530
1717 2489 4956 2274
1221 1330 2834 1592
80 77 54 36
41 63 40 14
3090 4032 8531 5651
1081 1454 3708 1981
114 146 381 183
49 50 140 128
230 363 963 766
1391 2247 4602 3573
359 578 1499 1047
976 1286 2795 2006
127 64 44 18
1452 1897 3970 2176
29 27 16 9
1039 1717 4095 3342
74 69 52 40
723 958 1983 1218
852 1166 2351 1316
18 19 45 30
29 26 42 13
44 33 54 12
92 69 53 30
1363 1951 4582 3509
4149 5520 10546 6371
1746 2136 4357 2647
1367 1770 3784 2466
67 67 17 19
1329 1733 3665 2453
62 43 114 36
70 38 39 10
433 370 843 293
168 121 318 100
959 1526 3536 2852
71 86 227 74
937 1286 3131 2314
31 25 10 6
1331 1919 4255 2545
127 150 104 60
1320 2219 4538 3766
1333 1938 3577 2421
195 243 174 97
1820 2241 4369 2172
2234 3147 6076 4438
53 53 23 15
1026 1632 3548 3034
705 1234 2414 2161
993 1279 2810 1290
28 25 5 6
832 1139 2494 1461
1004 1406 2915 1835
1454 2154 4252 3509
1060 1581 3814 2759
